,date,team_name,games,minutes,field_goals,field_goal_attempts,field_goal_percentage,three_points,three_point_attempts,three_point_percentage,two_points,two_point_attempts,two_point_percentage,free_throws,free_throw_attempts,free_throw_percentage,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,turn_overs,personal_fouls,points
349,2017-10-30,Memphis Grizzlies,6,1440,207,467,0.443,61,173,0.353,146,294,0.497,130,168,0.774,45,202,247,113,46,81,140,605
350,2017-10-30,Boston Celtics,6,1440,214,497,0.431,60,171,0.351,154,326,0.472,115,153,0.752,56,215,271,125,56,80,127,603
351,2017-10-30,New York Knicks,5,1200,191,432,0.442,38,121,0.314,153,311,0.492,81,113,0.717,64,165,229,105,38,76,106,501
352,2017-10-30,Atlanta Hawks,7,1680,257,606,0.424,68,182,0.374,189,424,0.446,115,134,0.858,63,228,291,146,63,100,154,697
353,2017-10-30,Dallas Mavericks,7,1680,244,583,0.419,90,238,0.378,154,345,0.446,119,161,0.739,63,218,281,148,53,95,128,697
354,2017-10-30,San Antonio Spurs,6,1440,227,527,0.431,37,122,0.303,190,405,0.469,102,133,0.767,81,213,294,122,46,87,100,593
355,2017-10-30,Sacramento Kings,6,1440,223,522,0.427,48,132,0.364,175,390,0.449,82,106,0.774,66,186,252,111,47,82,121,576
356,2017-10-30,Utah Jazz,6,1440,219,470,0.466,53,159,0.333,166,311,0.534,76,96,0.792,49,200,249,131,54,114,122,567
357,2017-10-30,Chicago Bulls,5,1200,163,423,0.385,52,162,0.321,111,261,0.425,71,90,0.789,56,179,235,104,27,79,89,449
358,2017-11-1,Golden State Warriors,8,1920,356,679,0.524,107,267,0.401,249,412,0.604,149,178,0.837,83,279,362,247,55,139,171,968
359,2017-11-1,Orlando Magic,7,1680,301,618,0.487,89,202,0.441,212,416,0.51,127,162,0.784,59,252,311,177,62,103,159,818
360,2017-11-1,Brooklyn Nets,8,1920,323,735,0.439,92,257,0.358,231,478,0.483,179,238,0.752,92,272,364,171,70,121,178,917
361,2017-11-1,Washington Wizards,6,1465,241,533,0.452,59,162,0.364,182,371,0.491,129,166,0.777,65,197,262,148,60,82,120,670
362,2017-11-1,Indiana Pacers,7,1680,287,605,0.474,62,173,0.358,225,432,0.521,132,174,0.759,75,236,311,152,60,105,141,768
363,2017-11-1,Minnesota Timberwolves,7,1705,278,600,0.463,62,160,0.388,216,440,0.491,148,185,0.8,74,205,279,154,58,104,129,766
364,2017-11-1,Toronto Raptors,6,1440,237,526,0.451,59,197,0.299,178,329,0.541,121,145,0.834,60,203,263,140,58,81,132,654
365,2017-11-1,New Orleans Pelicans,7,1680,282,602,0.468,75,216,0.347,207,386,0.536,120,161,0.745,71,252,323,169,55,114,162,759
366,2017-11-1,Portland Trail Blazers,7,1680,263,614,0.428,77,183,0.421,186,431,0.432,150,182,0.824,91,257,348,135,48,95,157,753
367,2017-11-1,Los Angeles Clippers,6,1440,232,525,0.442,68,179,0.38,164,346,0.474,112,152,0.737,76,211,287,121,49,80,125,644
368,2017-11-1,Oklahoma City Thunder,7,1680,282,608,0.464,76,219,0.347,206,389,0.53,106,143,0.741,77,220,297,164,75,106,153,746
369,2017-11-1,Miami Heat,6,1465,248,525,0.472,59,185,0.319,189,340,0.556,82,108,0.759,52,199,251,125,44,98,134,637
370,2017-11-1,Phoenix Suns,7,1680,266,608,0.438,62,177,0.35,204,431,0.473,143,184,0.777,68,263,331,123,56,125,173,737
371,2017-11-1,Cleveland Cavaliers,7,1680,264,573,0.461,73,211,0.346,191,362,0.528,132,167,0.79,58,244,302,147,38,113,122,733
372,2017-11-1,Detroit Pistons,8,1920,329,726,0.453,80,231,0.346,249,495,0.503,97,124,0.782,94,246,340,169,77,104,161,835
373,2017-11-1,Houston Rockets,8,1920,287,659,0.436,108,352,0.307,179,307,0.583,152,189,0.804,71,278,349,167,65,121,170,834
374,2017-11-1,Philadelphia 76ers,7,1680,275,606,0.454,80,210,0.381,195,396,0.492,99,143,0.692,71,247,318,169,63,120,179,729
375,2017-11-1,Denver Nuggets,7,1680,274,612,0.448,72,192,0.375,202,420,0.481,108,146,0.74,80,239,319,158,50,102,138,728
376,2017-11-1,Los Angeles Lakers,7,1705,282,617,0.457,52,170,0.306,230,447,0.515,108,150,0.72,66,260,326,164,60,126,152,724
377,2017-11-1,Charlotte Hornets,7,1680,260,592,0.439,64,187,0.342,196,405,0.484,136,195,0.697,68,293,361,129,32,103,130,720
378,2017-11-1,New York Knicks,6,1440,232,514,0.451,51,153,0.333,181,361,0.501,102,136,0.75,75,203,278,132,46,98,133,617
379,2017-11-1,Milwaukee Bucks,7,1680,269,558,0.482,67,182,0.368,202,376,0.537,113,145,0.779,37,226,263,164,55,100,158,718
380,2017-11-1,Boston Celtics,7,1680,256,585,0.438,71,202,0.351,185,383,0.483,128,169,0.757,71,254,325,149,66,93,149,711
381,2017-11-1,Memphis Grizzlies,7,1680,239,560,0.427,69,208,0.332,170,352,0.483,157,201,0.781,56,239,295,130,53,88,162,704
382,2017-11-1,Atlanta Hawks,7,1680,257,606,0.424,68,182,0.374,189,424,0.446,115,134,0.858,63,228,291,146,63,100,154,697
383,2017-11-1,Dallas Mavericks,8,1920,278,659,0.422,102,262,0.389,176,397,0.443,128,172,0.744,72,251,323,165,57,119,144,786
