,date,team_name,games,minutes,field_goals,field_goal_attempts,field_goal_percentage,three_points,three_point_attempts,three_point_percentage,two_points,two_point_attempts,two_point_percentage,free_throws,free_throw_attempts,free_throw_percentage,offensive_rebounds,defensive_rebounds,total_rebounds,assists,steals,turn_overs,personal_fouls,points
9462,2018-4-4,Brooklyn Nets,78,18895,2971,6774,0.439,969,2748,0.353,2002,4026,0.497,1376,1787,0.77,767,2707,3474,1817,480,1105,1622,8287
9463,2018-4-4,Portland Trail Blazers,78,18795,3069,6776,0.453,811,2201,0.368,2258,4575,0.494,1329,1656,0.803,787,2751,3538,1536,542,1009,1512,8278
9464,2018-4-4,Indiana Pacers,78,18795,3179,6711,0.474,702,1904,0.369,2477,4807,0.515,1181,1512,0.781,743,2546,3289,1722,688,1003,1460,8241
9465,2018-4-4,Boston Celtics,77,18605,2950,6548,0.451,894,2356,0.379,2056,4192,0.49,1229,1590,0.773,710,2699,3409,1720,559,1017,1537,8023
9466,2018-4-4,New York Knicks,78,18870,3159,6838,0.462,623,1799,0.346,2536,5039,0.503,1182,1500,0.788,821,2619,3440,1793,528,1115,1600,8123
9467,2018-4-4,Utah Jazz,78,18795,2972,6452,0.461,843,2304,0.366,2129,4148,0.513,1312,1679,0.781,697,2660,3357,1734,678,1099,1523,8099
9468,2018-4-4,Orlando Magic,77,18530,2992,6614,0.452,802,2274,0.353,2190,4340,0.505,1200,1574,0.762,681,2523,3204,1798,590,1077,1488,7986
9469,2018-4-4,Phoenix Suns,79,18985,3029,6879,0.44,731,2192,0.333,2298,4687,0.49,1406,1900,0.74,817,2663,3480,1664,552,1194,1757,8195
9470,2018-4-4,Atlanta Hawks,78,18745,2975,6661,0.447,869,2409,0.361,2106,4252,0.495,1242,1574,0.789,712,2549,3261,1852,611,1174,1525,8061
9471,2018-4-4,Detroit Pistons,77,18580,3003,6689,0.449,811,2195,0.369,2192,4494,0.488,1137,1523,0.747,790,2587,3377,1735,589,992,1420,7954
9472,2018-4-4,Miami Heat,78,18945,3021,6622,0.456,863,2393,0.361,2158,4229,0.51,1153,1528,0.755,719,2650,3369,1772,590,1071,1570,8058
9473,2018-4-4,Chicago Bulls,78,18895,3019,6937,0.435,863,2429,0.355,2156,4508,0.478,1147,1508,0.761,755,2742,3497,1835,588,1023,1504,8048
9474,2018-4-4,San Antonio Spurs,78,18745,3042,6644,0.458,666,1882,0.354,2376,4762,0.499,1250,1619,0.772,807,2654,3461,1782,594,998,1346,8000
9475,2018-4-4,Dallas Mavericks,78,18820,2972,6669,0.446,925,2546,0.363,2047,4123,0.496,1121,1460,0.768,617,2594,3211,1764,554,923,1507,7990
9476,2018-4-4,Sacramento Kings,79,19035,3068,6817,0.45,717,1899,0.378,2351,4918,0.478,976,1322,0.738,749,2471,3220,1708,625,1045,1580,7829
9477,2018-4-4,Memphis Grizzlies,77,18505,2812,6352,0.443,708,2014,0.352,2104,4338,0.485,1278,1630,0.784,729,2400,3129,1650,566,1104,1809,7610
9478,2018-4-5,Golden State Warriors,78,18770,3346,6631,0.505,884,2256,0.392,2462,4375,0.563,1306,1602,0.815,656,2751,3407,2301,631,1171,1538,8882
9479,2018-4-5,Houston Rockets,78,18795,3036,6587,0.461,1200,3303,0.363,1836,3284,0.559,1555,1986,0.783,711,2685,3396,1698,671,1017,1514,8827
9480,2018-4-5,Toronto Raptors,78,18845,3220,6828,0.472,921,2564,0.359,2299,4264,0.539,1374,1725,0.797,768,2645,3413,1889,601,987,1705,8735
9481,2018-4-5,New Orleans Pelicans,78,18995,3310,6872,0.482,794,2198,0.361,2516,4674,0.538,1264,1635,0.773,675,2771,3446,2063,609,1133,1494,8678
9482,2018-4-5,Cleveland Cavaliers,78,18770,3147,6607,0.476,927,2506,0.37,2220,4101,0.541,1400,1792,0.781,657,2632,3289,1822,548,1036,1459,8621
9483,2018-4-5,Denver Nuggets,78,18895,3178,6755,0.47,898,2413,0.372,2280,4342,0.525,1338,1744,0.767,862,2609,3471,1960,609,1134,1450,8592
9484,2018-4-5,Minnesota Timberwolves,78,18820,3199,6696,0.478,628,1750,0.359,2571,4946,0.52,1520,1887,0.806,792,2462,3254,1763,651,925,1415,8546
9485,2018-4-5,Los Angeles Clippers,78,18745,3138,6657,0.471,760,2127,0.357,2378,4530,0.525,1491,1986,0.751,781,2638,3419,1733,600,1095,1559,8527
9486,2018-4-5,Philadelphia 76ers,78,18820,3158,6714,0.47,847,2306,0.367,2311,4408,0.524,1349,1788,0.754,845,2837,3682,2090,640,1249,1732,8512
9487,2018-4-5,Los Angeles Lakers,78,18945,3190,6898,0.462,782,2260,0.346,2408,4638,0.519,1293,1825,0.708,832,2777,3609,1866,600,1190,1653,8455
9488,2018-4-5,Charlotte Hornets,79,19060,3063,6841,0.448,778,2130,0.365,2285,4711,0.485,1597,2148,0.743,799,2787,3586,1684,544,975,1370,8501
9489,2018-4-5,Oklahoma City Thunder,79,19110,3153,6963,0.453,837,2379,0.352,2316,4584,0.505,1341,1884,0.712,994,2571,3565,1676,715,1067,1596,8484
9490,2018-4-5,Washington Wizards,78,18895,3119,6659,0.468,771,2063,0.374,2348,4596,0.511,1316,1701,0.774,774,2575,3349,1964,616,1093,1659,8325
9491,2018-4-5,Milwaukee Bucks,78,18870,3095,6440,0.481,687,1928,0.356,2408,4512,0.534,1431,1835,0.78,642,2437,3079,1806,685,1024,1685,8308
9492,2018-4-5,Brooklyn Nets,78,18895,2971,6774,0.439,969,2748,0.353,2002,4026,0.497,1376,1787,0.77,767,2707,3474,1817,480,1105,1622,8287
9493,2018-4-5,Portland Trail Blazers,78,18795,3069,6776,0.453,811,2201,0.368,2258,4575,0.494,1329,1656,0.803,787,2751,3538,1536,542,1009,1512,8278
9494,2018-4-5,Indiana Pacers,78,18795,3179,6711,0.474,702,1904,0.369,2477,4807,0.515,1181,1512,0.781,743,2546,3289,1722,688,1003,1460,8241
9495,2018-4-5,New York Knicks,78,18870,3159,6838,0.462,623,1799,0.346,2536,5039,0.503,1182,1500,0.788,821,2619,3440,1793,528,1115,1600,8123
9496,2018-4-5,Boston Celtics,78,18845,2975,6623,0.449,897,2378,0.377,2078,4245,0.49,1254,1618,0.775,718,2734,3452,1730,566,1033,1553,8101
9497,2018-4-5,Utah Jazz,78,18795,2972,6452,0.461,843,2304,0.366,2129,4148,0.513,1312,1679,0.781,697,2660,3357,1734,678,1099,1523,8099
9498,2018-4-5,Orlando Magic,78,18770,3031,6700,0.452,810,2303,0.352,2221,4397,0.505,1219,1601,0.761,693,2558,3251,1825,594,1090,1503,8091
9499,2018-4-5,Phoenix Suns,79,18985,3029,6879,0.44,731,2192,0.333,2298,4687,0.49,1406,1900,0.74,817,2663,3480,1664,552,1194,1757,8195
9500,2018-4-5,Miami Heat,79,19185,3063,6716,0.456,880,2431,0.362,2183,4285,0.509,1167,1545,0.755,729,2694,3423,1795,599,1082,1587,8173
9501,2018-4-5,Detroit Pistons,78,18820,3042,6777,0.449,827,2231,0.371,2215,4546,0.487,1151,1546,0.745,799,2620,3419,1765,593,1009,1439,8062
9502,2018-4-5,Chicago Bulls,78,18895,3019,6937,0.435,863,2429,0.355,2156,4508,0.478,1147,1508,0.761,755,2742,3497,1835,588,1023,1504,8048
9503,2018-4-5,Atlanta Hawks,79,18985,3008,6751,0.446,878,2439,0.36,2130,4312,0.494,1253,1591,0.788,722,2587,3309,1872,616,1189,1541,8147
9504,2018-4-5,San Antonio Spurs,79,19010,3084,6741,0.457,675,1905,0.354,2409,4836,0.498,1269,1646,0.771,822,2685,3507,1807,601,1008,1366,8112
9505,2018-4-5,Dallas Mavericks,79,19060,3011,6758,0.446,935,2576,0.363,2076,4182,0.496,1133,1477,0.767,628,2626,3254,1788,557,934,1530,8090
9506,2018-4-5,Sacramento Kings,79,19035,3068,6817,0.45,717,1899,0.378,2351,4918,0.478,976,1322,0.738,749,2471,3220,1708,625,1045,1580,7829
9507,2018-4-5,Memphis Grizzlies,78,18745,2849,6445,0.442,718,2046,0.351,2131,4399,0.484,1289,1645,0.784,740,2426,3166,1669,575,1125,1828,7705
9508,2018-4-6,Golden State Warriors,79,19010,3383,6714,0.504,893,2285,0.391,2490,4429,0.562,1329,1626,0.817,669,2777,3446,2330,637,1187,1552,8988
9509,2018-4-6,Houston Rockets,79,19035,3070,6660,0.461,1213,3340,0.363,1857,3320,0.559,1570,2010,0.781,717,2717,3434,1714,681,1032,1530,8923
9510,2018-4-6,Toronto Raptors,78,18845,3220,6828,0.472,921,2564,0.359,2299,4264,0.539,1374,1725,0.797,768,2645,3413,1889,601,987,1705,8735
9511,2018-4-6,New Orleans Pelicans,78,18995,3310,6872,0.482,794,2198,0.361,2516,4674,0.538,1264,1635,0.773,675,2771,3446,2063,609,1133,1494,8678
9512,2018-4-6,Cleveland Cavaliers,79,19010,3189,6684,0.477,940,2533,0.371,2249,4151,0.542,1422,1820,0.781,662,2662,3324,1848,558,1052,1473,8740
9513,2018-4-6,Denver Nuggets,79,19135,3213,6844,0.469,909,2449,0.371,2304,4395,0.524,1357,1766,0.768,875,2643,3518,1981,612,1144,1467,8692
9514,2018-4-6,Minnesota Timberwolves,79,19060,3238,6787,0.477,634,1774,0.357,2604,5013,0.519,1532,1903,0.805,804,2497,3301,1785,655,933,1434,8642
9515,2018-4-6,Los Angeles Clippers,79,18985,3173,6736,0.471,763,2144,0.356,2410,4592,0.525,1513,2014,0.751,792,2666,3458,1751,607,1111,1584,8622
9516,2018-4-6,Philadelphia 76ers,78,18820,3158,6714,0.47,847,2306,0.367,2311,4408,0.524,1349,1788,0.754,845,2837,3682,2090,640,1249,1732,8512
9517,2018-4-6,Los Angeles Lakers,78,18945,3190,6898,0.462,782,2260,0.346,2408,4638,0.519,1293,1825,0.708,832,2777,3609,1866,600,1190,1653,8455
9518,2018-4-6,Charlotte Hornets,79,19060,3063,6841,0.448,778,2130,0.365,2285,4711,0.485,1597,2148,0.743,799,2787,3586,1684,544,975,1370,8501
9519,2018-4-6,Oklahoma City Thunder,79,19110,3153,6963,0.453,837,2379,0.352,2316,4584,0.505,1341,1884,0.712,994,2571,3565,1676,715,1067,1596,8484
9520,2018-4-6,Washington Wizards,79,19135,3166,6753,0.469,780,2084,0.374,2386,4669,0.511,1328,1715,0.774,786,2604,3390,1998,624,1108,1682,8440
9521,2018-4-6,Milwaukee Bucks,79,19110,3136,6533,0.48,692,1948,0.355,2444,4585,0.533,1455,1865,0.78,654,2466,3120,1827,697,1032,1704,8419
9522,2018-4-6,Brooklyn Nets,79,19135,3012,6849,0.44,988,2787,0.355,2024,4062,0.498,1394,1808,0.771,771,2744,3515,1847,483,1122,1643,8406
9523,2018-4-6,Portland Trail Blazers,79,19035,3108,6861,0.453,818,2223,0.368,2290,4638,0.494,1338,1670,0.801,799,2786,3585,1552,552,1027,1532,8372
9524,2018-4-6,Indiana Pacers,79,19035,3229,6804,0.475,717,1933,0.371,2512,4871,0.516,1192,1527,0.781,756,2580,3336,1754,699,1015,1484,8367
9525,2018-4-6,New York Knicks,78,18870,3159,6838,0.462,623,1799,0.346,2536,5039,0.503,1182,1500,0.788,821,2619,3440,1793,528,1115,1600,8123
9526,2018-4-6,Utah Jazz,79,19035,3016,6535,0.462,853,2331,0.366,2163,4204,0.515,1331,1707,0.78,707,2688,3395,1761,685,1108,1545,8216
9527,2018-4-6,Boston Celtics,78,18845,2975,6623,0.449,897,2378,0.377,2078,4245,0.49,1254,1618,0.775,718,2734,3452,1730,566,1033,1553,8101
9528,2018-4-6,Orlando Magic,78,18770,3031,6700,0.452,810,2303,0.352,2221,4397,0.505,1219,1601,0.761,693,2558,3251,1825,594,1090,1503,8091
9529,2018-4-6,Phoenix Suns,79,18985,3029,6879,0.44,731,2192,0.333,2298,4687,0.49,1406,1900,0.74,817,2663,3480,1664,552,1194,1757,8195
9530,2018-4-6,Miami Heat,79,19185,3063,6716,0.456,880,2431,0.362,2183,4285,0.509,1167,1545,0.755,729,2694,3423,1795,599,1082,1587,8173
9531,2018-4-6,Detroit Pistons,78,18820,3042,6777,0.449,827,2231,0.371,2215,4546,0.487,1151,1546,0.745,799,2620,3419,1765,593,1009,1439,8062
9532,2018-4-6,Chicago Bulls,78,18895,3019,6937,0.435,863,2429,0.355,2156,4508,0.478,1147,1508,0.761,755,2742,3497,1835,588,1023,1504,8048
9533,2018-4-6,Atlanta Hawks,79,18985,3008,6751,0.446,878,2439,0.36,2130,4312,0.494,1253,1591,0.788,722,2587,3309,1872,616,1189,1541,8147
9534,2018-4-6,San Antonio Spurs,79,19010,3084,6741,0.457,675,1905,0.354,2409,4836,0.498,1269,1646,0.771,822,2685,3507,1807,601,1008,1366,8112
9535,2018-4-6,Dallas Mavericks,79,19060,3011,6758,0.446,935,2576,0.363,2076,4182,0.496,1133,1477,0.767,628,2626,3254,1788,557,934,1530,8090
9536,2018-4-6,Sacramento Kings,79,19035,3068,6817,0.45,717,1899,0.378,2351,4918,0.478,976,1322,0.738,749,2471,3220,1708,625,1045,1580,7829
9537,2018-4-6,Memphis Grizzlies,78,18745,2849,6445,0.442,718,2046,0.351,2131,4399,0.484,1289,1645,0.784,740,2426,3166,1669,575,1125,1828,7705
9538,2018-4-7,Golden State Warriors,79,19010,3383,6714,0.504,893,2285,0.391,2490,4429,0.562,1329,1626,0.817,669,2777,3446,2330,637,1187,1552,8988
9539,2018-4-7,Houston Rockets,79,19035,3070,6660,0.461,1213,3340,0.363,1857,3320,0.559,1570,2010,0.781,717,2717,3434,1714,681,1032,1530,8923
9540,2018-4-7,Toronto Raptors,79,19085,3256,6912,0.471,930,2594,0.359,2326,4318,0.539,1385,1741,0.796,777,2688,3465,1916,610,1006,1722,8827
9541,2018-4-7,New Orleans Pelicans,79,19235,3355,6971,0.481,810,2236,0.362,2545,4735,0.537,1280,1655,0.773,688,2813,3501,2092,618,1148,1516,8800
9542,2018-4-7,Cleveland Cavaliers,80,19250,3234,6771,0.478,956,2567,0.372,2278,4204,0.542,1446,1853,0.78,670,2695,3365,1872,564,1067,1493,8870
9543,2018-4-7,Denver Nuggets,79,19135,3213,6844,0.469,909,2449,0.371,2304,4395,0.524,1357,1766,0.768,875,2643,3518,1981,612,1144,1467,8692
9544,2018-4-7,Minnesota Timberwolves,80,19300,3281,6887,0.476,642,1800,0.357,2639,5087,0.519,1551,1929,0.804,822,2527,3349,1810,669,938,1458,8755
9545,2018-4-7,Philadelphia 76ers,79,19060,3208,6815,0.471,861,2345,0.367,2347,4470,0.525,1367,1809,0.756,856,2870,3726,2125,651,1261,1755,8644
9546,2018-4-7,Los Angeles Clippers,79,18985,3173,6736,0.471,763,2144,0.356,2410,4592,0.525,1513,2014,0.751,792,2666,3458,1751,607,1111,1584,8622
9547,2018-4-7,Los Angeles Lakers,79,19185,3221,6977,0.462,790,2284,0.346,2431,4693,0.518,1319,1857,0.71,845,2817,3662,1882,603,1210,1674,8551
9548,2018-4-7,Charlotte Hornets,80,19300,3111,6927,0.449,795,2161,0.368,2316,4766,0.486,1621,2174,0.746,808,2828,3636,1716,548,984,1385,8638
9549,2018-4-7,Oklahoma City Thunder,79,19110,3153,6963,0.453,837,2379,0.352,2316,4584,0.505,1341,1884,0.712,994,2571,3565,1676,715,1067,1596,8484
9550,2018-4-7,Washington Wizards,80,19375,3201,6840,0.468,789,2109,0.374,2412,4731,0.51,1346,1738,0.774,795,2640,3435,2016,632,1120,1697,8537
9551,2018-4-7,Milwaukee Bucks,79,19110,3136,6533,0.48,692,1948,0.355,2444,4585,0.533,1455,1865,0.78,654,2466,3120,1827,697,1032,1704,8419
9552,2018-4-7,Brooklyn Nets,79,19135,3012,6849,0.44,988,2787,0.355,2024,4062,0.498,1394,1808,0.771,771,2744,3515,1847,483,1122,1643,8406
9553,2018-4-7,Portland Trail Blazers,79,19035,3108,6861,0.453,818,2223,0.368,2290,4638,0.494,1338,1670,0.801,799,2786,3585,1552,552,1027,1532,8372
9554,2018-4-7,Indiana Pacers,80,19275,3255,6891,0.472,724,1954,0.371,2531,4937,0.513,1206,1547,0.78,768,2612,3380,1770,707,1027,1505,8440
9555,2018-4-7,New York Knicks,79,19110,3204,6927,0.463,641,1836,0.349,2563,5091,0.503,1196,1521,0.786,830,2661,3491,1826,535,1127,1623,8245
9556,2018-4-7,Utah Jazz,79,19035,3016,6535,0.462,853,2331,0.366,2163,4204,0.515,1331,1707,0.78,707,2688,3395,1761,685,1108,1545,8216
9557,2018-4-7,Boston Celtics,79,19085,3020,6704,0.45,911,2412,0.378,2109,4292,0.491,1261,1635,0.771,724,2774,3498,1765,575,1051,1568,8212
9558,2018-4-7,Orlando Magic,79,19010,3073,6794,0.452,819,2326,0.352,2254,4468,0.504,1226,1614,0.76,705,2582,3287,1852,596,1098,1522,8191
9559,2018-4-7,Phoenix Suns,80,19225,3066,6973,0.44,740,2225,0.333,2326,4748,0.49,1426,1926,0.74,829,2699,3528,1684,560,1208,1775,8298
9560,2018-4-7,Detroit Pistons,79,19085,3088,6869,0.45,839,2261,0.371,2249,4608,0.488,1160,1563,0.742,805,2663,3468,1789,599,1020,1458,8175
9561,2018-4-7,Miami Heat,80,19425,3098,6804,0.455,887,2458,0.361,2211,4346,0.509,1188,1567,0.758,736,2729,3465,1815,606,1095,1606,8271
9562,2018-4-7,Chicago Bulls,79,19135,3059,7023,0.436,877,2459,0.357,2182,4564,0.478,1157,1525,0.759,764,2776,3540,1860,603,1040,1526,8152
9563,2018-4-7,Atlanta Hawks,80,19225,3046,6830,0.446,889,2472,0.36,2157,4358,0.495,1269,1614,0.786,729,2630,3359,1896,621,1207,1563,8250
9564,2018-4-7,San Antonio Spurs,79,19010,3084,6741,0.457,675,1905,0.354,2409,4836,0.498,1269,1646,0.771,822,2685,3507,1807,601,1008,1366,8112
9565,2018-4-7,Dallas Mavericks,80,19325,3051,6850,0.445,948,2615,0.363,2103,4235,0.497,1146,1495,0.767,638,2662,3300,1814,564,946,1550,8196
9566,2018-4-7,Sacramento Kings,80,19275,3108,6902,0.45,723,1923,0.376,2385,4979,0.479,984,1334,0.738,759,2503,3262,1731,633,1060,1601,7923
9567,2018-4-7,Memphis Grizzlies,79,18985,2886,6529,0.442,724,2070,0.35,2162,4459,0.485,1302,1663,0.783,752,2452,3204,1689,582,1140,1840,7798
9568,2018-4-8,Golden State Warriors,80,19250,3432,6804,0.504,908,2318,0.392,2524,4486,0.563,1336,1637,0.816,677,2811,3488,2361,640,1204,1573,9108
9569,2018-4-8,Houston Rockets,80,19275,3106,6736,0.461,1227,3377,0.363,1879,3359,0.559,1586,2033,0.78,723,2752,3475,1737,688,1049,1554,9025
9570,2018-4-8,Toronto Raptors,79,19085,3256,6912,0.471,930,2594,0.359,2326,4318,0.539,1385,1741,0.796,777,2688,3465,1916,610,1006,1722,8827
9571,2018-4-8,New Orleans Pelicans,80,19475,3404,7058,0.482,821,2263,0.363,2583,4795,0.539,1297,1677,0.773,692,2843,3535,2131,633,1156,1532,8926
9572,2018-4-8,Cleveland Cavaliers,80,19250,3234,6771,0.478,956,2567,0.372,2278,4204,0.542,1446,1853,0.78,670,2695,3365,1872,564,1067,1493,8870
9573,2018-4-8,Denver Nuggets,80,19375,3266,6929,0.471,921,2478,0.372,2345,4451,0.527,1373,1789,0.767,882,2669,3551,2017,616,1151,1493,8826
9574,2018-4-8,Minnesota Timberwolves,80,19300,3281,6887,0.476,642,1800,0.357,2639,5087,0.519,1551,1929,0.804,822,2527,3349,1810,669,938,1458,8755
9575,2018-4-8,Philadelphia 76ers,79,19060,3208,6815,0.471,861,2345,0.367,2347,4470,0.525,1367,1809,0.756,856,2870,3726,2125,651,1261,1755,8644
9576,2018-4-8,Los Angeles Clippers,80,19225,3216,6823,0.471,769,2161,0.356,2447,4662,0.525,1536,2048,0.75,807,2689,3496,1776,613,1121,1603,8737
9577,2018-4-8,Los Angeles Lakers,79,19185,3221,6977,0.462,790,2284,0.346,2431,4693,0.518,1319,1857,0.71,845,2817,3662,1882,603,1210,1674,8551
9578,2018-4-8,Charlotte Hornets,80,19300,3111,6927,0.449,795,2161,0.368,2316,4766,0.486,1621,2174,0.746,808,2828,3636,1716,548,984,1385,8638
9579,2018-4-8,Oklahoma City Thunder,80,19350,3189,7054,0.452,847,2412,0.351,2342,4642,0.505,1367,1917,0.713,1009,2598,3607,1697,726,1079,1616,8592
9580,2018-4-8,Milwaukee Bucks,80,19350,3181,6626,0.48,702,1973,0.356,2479,4653,0.533,1470,1882,0.781,666,2502,3168,1857,703,1042,1717,8534
9581,2018-4-8,Washington Wizards,80,19375,3201,6840,0.468,789,2109,0.374,2412,4731,0.51,1346,1738,0.774,795,2640,3435,2016,632,1120,1697,8537
9582,2018-4-8,Brooklyn Nets,80,19375,3058,6941,0.441,1012,2842,0.356,2046,4099,0.499,1402,1819,0.771,776,2785,3561,1883,494,1135,1661,8530
9583,2018-4-8,Portland Trail Blazers,80,19275,3150,6949,0.453,829,2251,0.368,2321,4698,0.494,1348,1681,0.802,810,2815,3625,1570,556,1040,1549,8477
9584,2018-4-8,Indiana Pacers,80,19275,3255,6891,0.472,724,1954,0.371,2531,4937,0.513,1206,1547,0.78,768,2612,3380,1770,707,1027,1505,8440
9585,2018-4-8,New York Knicks,80,19350,3245,7022,0.462,650,1857,0.35,2595,5165,0.502,1207,1532,0.788,843,2692,3535,1856,538,1135,1640,8347
9586,2018-4-8,Utah Jazz,79,19035,3016,6535,0.462,853,2331,0.366,2163,4204,0.515,1331,1707,0.78,707,2688,3395,1761,685,1108,1545,8216
9587,2018-4-8,Boston Celtics,79,19085,3020,6704,0.45,911,2412,0.378,2109,4292,0.491,1261,1635,0.771,724,2774,3498,1765,575,1051,1568,8212
9588,2018-4-8,Orlando Magic,79,19010,3073,6794,0.452,819,2326,0.352,2254,4468,0.504,1226,1614,0.76,705,2582,3287,1852,596,1098,1522,8191
9589,2018-4-8,Phoenix Suns,80,19225,3066,6973,0.44,740,2225,0.333,2326,4748,0.49,1426,1926,0.74,829,2699,3528,1684,560,1208,1775,8298
9590,2018-4-8,Detroit Pistons,79,19085,3088,6869,0.45,839,2261,0.371,2249,4608,0.488,1160,1563,0.742,805,2663,3468,1789,599,1020,1458,8175
9591,2018-4-8,Miami Heat,80,19425,3098,6804,0.455,887,2458,0.361,2211,4346,0.509,1188,1567,0.758,736,2729,3465,1815,606,1095,1606,8271
9592,2018-4-8,Atlanta Hawks,80,19225,3046,6830,0.446,889,2472,0.36,2157,4358,0.495,1269,1614,0.786,729,2630,3359,1896,621,1207,1563,8250
9593,2018-4-8,Chicago Bulls,80,19375,3095,7111,0.435,883,2488,0.355,2212,4623,0.478,1175,1546,0.76,768,2811,3579,1876,611,1053,1540,8248
9594,2018-4-8,San Antonio Spurs,80,19250,3131,6825,0.459,682,1926,0.354,2449,4899,0.5,1284,1667,0.77,826,2717,3543,1828,613,1015,1378,8228
9595,2018-4-8,Dallas Mavericks,80,19325,3051,6850,0.445,948,2615,0.363,2103,4235,0.497,1146,1495,0.767,638,2662,3300,1814,564,946,1550,8196
9596,2018-4-8,Sacramento Kings,80,19275,3108,6902,0.45,723,1923,0.376,2385,4979,0.479,984,1334,0.738,759,2503,3262,1731,633,1060,1601,7923
9597,2018-4-8,Memphis Grizzlies,79,18985,2886,6529,0.442,724,2070,0.35,2162,4459,0.485,1302,1663,0.783,752,2452,3204,1689,582,1140,1840,7798
9598,2018-4-9,Golden State Warriors,81,19490,3479,6894,0.505,921,2350,0.392,2558,4544,0.563,1346,1652,0.815,682,2847,3529,2388,649,1215,1588,9225
9599,2018-4-9,Houston Rockets,80,19275,3106,6736,0.461,1227,3377,0.363,1879,3359,0.559,1586,2033,0.78,723,2752,3475,1737,688,1049,1554,9025
9600,2018-4-9,Toronto Raptors,80,19325,3295,6990,0.471,947,2634,0.36,2348,4356,0.539,1402,1765,0.794,783,2729,3512,1944,618,1023,1743,8939
9601,2018-4-9,New Orleans Pelicans,80,19475,3404,7058,0.482,821,2263,0.363,2583,4795,0.539,1297,1677,0.773,692,2843,3535,2131,633,1156,1532,8926
9602,2018-4-9,Cleveland Cavaliers,80,19250,3234,6771,0.478,956,2567,0.372,2278,4204,0.542,1446,1853,0.78,670,2695,3365,1872,564,1067,1493,8870
9603,2018-4-9,Denver Nuggets,80,19375,3266,6929,0.471,921,2478,0.372,2345,4451,0.527,1373,1789,0.767,882,2669,3551,2017,616,1151,1493,8826
9604,2018-4-9,Minnesota Timberwolves,80,19300,3281,6887,0.476,642,1800,0.357,2639,5087,0.519,1551,1929,0.804,822,2527,3349,1810,669,938,1458,8755
9605,2018-4-9,Philadelphia 76ers,80,19300,3254,6906,0.471,869,2372,0.366,2385,4534,0.526,1376,1823,0.755,865,2913,3778,2157,660,1271,1774,8753
9606,2018-4-9,Los Angeles Clippers,80,19225,3216,6823,0.471,769,2161,0.356,2447,4662,0.525,1536,2048,0.75,807,2689,3496,1776,613,1121,1603,8737
9607,2018-4-9,Los Angeles Lakers,80,19425,3258,7070,0.461,795,2309,0.344,2463,4761,0.517,1337,1879,0.712,857,2849,3706,1902,611,1222,1696,8648
9608,2018-4-9,Charlotte Hornets,81,19540,3151,7007,0.45,806,2191,0.368,2345,4816,0.487,1647,2204,0.747,813,2859,3672,1743,554,1005,1402,8755
9609,2018-4-9,Oklahoma City Thunder,80,19350,3189,7054,0.452,847,2412,0.351,2342,4642,0.505,1367,1917,0.713,1009,2598,3607,1697,726,1079,1616,8592
9610,2018-4-9,Milwaukee Bucks,80,19350,3181,6626,0.48,702,1973,0.356,2479,4653,0.533,1470,1882,0.781,666,2502,3168,1857,703,1042,1717,8534
9611,2018-4-9,Washington Wizards,80,19375,3201,6840,0.468,789,2109,0.374,2412,4731,0.51,1346,1738,0.774,795,2640,3435,2016,632,1120,1697,8537
9612,2018-4-9,Brooklyn Nets,80,19375,3058,6941,0.441,1012,2842,0.356,2046,4099,0.499,1402,1819,0.771,776,2785,3561,1883,494,1135,1661,8530
9613,2018-4-9,Portland Trail Blazers,80,19275,3150,6949,0.453,829,2251,0.368,2321,4698,0.494,1348,1681,0.802,810,2815,3625,1570,556,1040,1549,8477
9614,2018-4-9,Indiana Pacers,81,19515,3305,6984,0.473,733,1979,0.37,2572,5005,0.514,1220,1565,0.78,775,2644,3419,1797,718,1041,1527,8563
9615,2018-4-9,New York Knicks,80,19350,3245,7022,0.462,650,1857,0.35,2595,5165,0.502,1207,1532,0.788,843,2692,3535,1856,538,1135,1640,8347
9616,2018-4-9,Utah Jazz,80,19275,3058,6618,0.462,866,2367,0.366,2192,4251,0.516,1346,1729,0.778,714,2726,3440,1796,693,1126,1569,8328
9617,2018-4-9,Boston Celtics,80,19325,3062,6786,0.451,920,2435,0.378,2142,4351,0.492,1274,1655,0.77,734,2805,3539,1798,584,1063,1586,8318
9618,2018-4-9,Detroit Pistons,80,19325,3126,6962,0.449,862,2308,0.373,2264,4654,0.486,1178,1586,0.743,819,2687,3506,1819,609,1032,1476,8292
9619,2018-4-9,Orlando Magic,80,19250,3115,6883,0.453,826,2349,0.352,2289,4534,0.505,1236,1631,0.758,711,2618,3329,1877,608,1108,1539,8292
9620,2018-4-9,Phoenix Suns,81,19465,3105,7065,0.439,750,2260,0.332,2355,4805,0.49,1438,1942,0.74,837,2735,3572,1708,564,1221,1791,8398
9621,2018-4-9,Miami Heat,80,19425,3098,6804,0.455,887,2458,0.361,2211,4346,0.509,1188,1567,0.758,736,2729,3465,1815,606,1095,1606,8271
9622,2018-4-9,Atlanta Hawks,81,19465,3089,6916,0.447,904,2507,0.361,2185,4409,0.496,1280,1628,0.786,734,2662,3396,1919,628,1220,1582,8362
9623,2018-4-9,Chicago Bulls,80,19375,3095,7111,0.435,883,2488,0.355,2212,4623,0.478,1175,1546,0.76,768,2811,3579,1876,611,1053,1540,8248
