ticket_handle,game_handle,v,v+,t,h,h+,cuttoff_date,outcomes,visitor,home,sport
2605,22,1.4,1.8,3.6,5.5,4.0,2017-10-28 12:00:00.0,v+ v,OKLAHOMA ST.,WEST VIRGINIA,CFB
2605,28,1.1,1.2,5.0,9.0,6.0,2017-10-28 15:30:00.0,v+ v,GEORGIA,FLORIDA,CFB
2605,29,1.4,1.8,3.6,5.5,4.0,2017-10-28 15:30:00.0,h,TEXAS CHRISTIAN,IOWA ST.,CFB
2605,4,5.2,7.5,4.0,1.4,1.2,2017-10-28 23:59:00.0,h+ h,CHICAGO,NEW ORLEANS,FTB
2605,8,3.3,4.0,3.4,2.2,1.6,2017-10-28 23:59:00.0,t,HOUSTON,SEATTLE,FTB
2605,59,2.0,2.8,7.0,2.3,1.65,2017-10-28 20:00:00.0,h+ h,COLUMBUS,ST. LOUIS,HKY
2605,58,2.7,3.5,7.0,1.85,1.4,2017-10-28 19:00:00.0,h,ARIZONA,NEW JERSEY,HKY
2605,55,2.2,3.0,7.0,2.1,1.55,2017-10-28 19:00:00.0,h,NEW YORK-R,MONTREAL,HKY
2605,54,2.5,3.3,7.0,1.9,1.45,2017-10-28 19:00:00.0,v+ v,PHILADELPHIA,TORONTO,HKY
2605,57,2.2,3.0,7.0,2.1,1.55,2017-10-28 19:00:00.0,v t,DETROIT,FLORIDA,HKY
2605,56,2.7,3.5,7.0,1.85,1.4,2017-10-28 19:00:00.0,v+ v,ANAHEIM,TAMPA BAY,HKY
2605,51,2.1,2.9,7.0,2.2,1.6,2017-10-27 21:00:00.0,v,DALLAS,CALGARY,HKY
2605,50,2.2,3.0,7.0,2.1,1.55,2017-10-27 20:30:00.0,v,NASHVILLE,CHICAGO,HKY
2605,53,1.85,2.6,7.0,2.5,1.75,2017-10-28 19:00:00.0,v,LOS ANGELES,BOSTON,HKY
2605,88,3.05,3.75,2.25,2.9,2.3,2017-10-27 19:30:00.0,h+ h,BROOKLYN,NEW YORK,BKL
2605,82,6.0,0.0,3.8,0.0,1.4,2017-10-28 16:30:00.0,h,LEGANES,FC SEVILLA,SCR
2605,83,2.8,0.0,3.0,0.0,2.2,2017-10-28 23:59:00.0,h,REAL SOCIEDAD,CF GETAFE,SCR
2605,80,9.9,0.0,6.0,0.0,1.1,2017-10-28 14:45:00.0,h,BOLOGNA,AS ROMA,SCR
2605,81,1.35,0.0,4.0,0.0,6.5,2017-10-28 14:45:00.0,v,BARCELONA,ATHLETIC BILBAO,SCR
2605,86,1.7,2.3,2.8,4.8,3.8,2017-10-27 19:00:00.0,h+ h,SAN ANTONIO,ORLANDO,BKL
2605,84,1.15,0.0,5.5,0.0,9.5,2017-10-28 23:59:00.0,v,LAZIO,BENEVENTO,SCR
2605,85,1.9,2.5,2.55,4.2,3.4,2017-10-27 19:00:00.0,v+ v,HOUSTON,CHARLOTTE,BKL
2605,3,6.0,9.0,5.0,1.2,1.1,2017-10-28 23:59:00.0,h+ h,SAN FRANCISCO,PHILADELPHIA,FTB
2605,7,5.2,7.5,4.0,1.4,1.2,2017-10-28 23:59:00.0,t,INDIANAPOLIS,CINCINNATI,FTB
2605,38,2.2,2.8,2.8,3.0,2.4,2017-10-28 19:15:00.0,v+ v,MISSISSIPPI ST.,TEXAS A&M,CFB
2605,33,1.65,2.2,3.4,3.9,3.2,2017-10-28 15:30:00.0,t,INDIANA,MARYLAND,CFB
2605,32,1.85,2.4,3.2,3.3,2.7,2017-10-28 15:30:00.0,h+ h t,MICHIGAN ST.,NORTHWESTERN,CFB
2605,30,4.3,5.8,3.7,1.7,1.35,2017-10-28 15:30:00.0,h+ h,NORTH CAROLINA ST.,NOTRE DAME,CFB
2605,37,4.3,5.8,3.7,1.7,1.35,2017-10-28 18:30:00.0,h,MINNESOTA,IOWA,CFB
2605,36,1.8,2.4,3.2,3.4,2.8,2017-10-28 17:45:00.0,h+ h,UTAH,OREGON,CFB
2605,35,4.5,6.2,3.8,1.6,1.3,2017-10-28 16:00:00.0,h,VANDERBILT,SOUTH CAROLINA,CFB
2605,34,6.0,9.0,5.0,1.2,1.1,2017-10-28 15:45:00.0,v,HOUSTON,SOUTH FLORIDA,CFB
2605,60,2.1,2.9,7.0,2.2,1.6,2017-10-28 20:00:00.0,v+ v,NEW YORK-I,NASHVILLE,HKY
2605,61,1.7,2.4,7.0,2.7,1.9,2017-10-28 20:00:00.0,h,PITTSBURGH,MINNESOTA,HKY
2605,62,1.6,2.2,7.0,2.9,2.1,2017-10-28 21:00:00.0,h+ h,CHICAGO,COLORADO,HKY
2605,63,1.85,2.6,7.0,2.5,1.75,2017-10-28 22:00:00.0,v+ v,WASHINGTON,EDMONTON,HKY
2605,64,1.9,2.6,2.6,1.95,1.55,2017-10-28 20:00:00.0,v+ v,LOS ANGELES-D,HOUSTON,BBL
2605,65,2.5,0.0,2.8,0.0,2.6,2017-10-27 14:30:00.0,t,EINTRACHT FRANKFURT,FSV MAINZ 05,SCR
2605,66,1.45,0.0,3.7,0.0,5.5,2017-10-28 07:00:00.0,v,VALENCIA,ALAVES,SCR
2605,67,3.4,0.0,3.0,0.0,1.9,2017-10-28 07:30:00.0,h,TOTTENHAM HOT,MANCHESTER UTD,SCR
2605,68,5.0,0.0,3.6,0.0,1.5,2017-10-28 09:30:00.0,t,VFL WOLFSBURG,SCHALKE,SCR
2605,69,1.4,0.0,3.8,0.0,6.0,2017-10-28 09:30:00.0,h,BORUSSIA DORTMUND,HANNOVER 96,SCR
2605,2,2.4,3.0,2.8,2.8,2.25,2017-10-28 23:59:00.0,v+ v,CAROLINA,TAMPA BAY,FTB
2605,6,2.5,3.1,2.9,2.8,2.15,2017-10-28 23:59:00.0,h+ h,OAKLAND,BUFFALO,FTB
2605,99,4.1,5.3,3.1,2.1,1.55,2017-10-28 22:30:00.0,v,DETROIT,LOS ANGELES-C,BKL
2605,98,5.75,7.8,4.0,1.5,1.25,2017-10-28 22:00:00.0,h,PHOENIX,PORTLAND,BKL
2605,91,1.7,2.3,2.8,4.8,3.8,2017-10-27 22:30:00.0,v,TORONTO,LOS ANGELES-L,BKL
2605,90,5.5,7.6,3.7,1.6,1.3,2017-10-27 22:30:00.0,t,WASHINGTON,GOLDEN STATE,BKL
2605,93,2.45,3.15,2.1,3.6,2.6,2017-10-28 20:00:00.0,v,BOSTON,MIAMI,BKL
2605,95,2.6,3.6,2.1,3.15,2.45,2017-10-28 20:00:00.0,h+ h,HOUSTON,MEMPHIS,BKL
2605,94,1.3,1.6,3.7,7.6,5.5,2017-10-28 20:00:00.0,v+ v,OKLAHOMA CITY,CHICAGO,BKL
2605,97,5.0,7.3,3.6,1.7,1.35,2017-10-28 21:00:00.0,h+ h,LOS ANGELES-L,UTAH,BKL
2605,96,2.45,3.15,2.1,3.6,2.6,2017-10-28 20:30:00.0,t,PHILADELPHIA,DALLAS,BKL
2605,11,4.5,6.2,3.8,1.6,1.3,2017-10-28 23:59:00.0,h+ h,DENVER,KANSAS CITY,FTB
2605,10,1.8,2.4,3.2,3.4,2.8,2017-10-28 23:59:00.0,v,PITTSBURGH,DETROIT,FTB
2605,13,1.8,2.5,2.5,2.0,1.6,2017-10-27 20:00:00.0,h+ h,LOS ANGELES-D,HOUSTON,BBL
2605,12,1.15,1.3,4.5,8.0,5.5,2017-10-28 23:59:00.0,v+ v,MINNESOTA,CLEVELAND,FTB
2605,14,3.7,4.8,3.5,2.0,1.5,2017-10-27 19:00:00.0,h,HAMILTON,OTTAWA,FTB
2605,17,1.75,2.3,3.3,3.5,2.9,2017-10-28 19:00:00.0,h+ h,CALGARY,EDMONTON,FTB
2605,16,4.0,5.5,3.6,1.8,1.4,2017-10-28 16:00:00.0,v+ v,BRITISH COLUMBIA,WINNIPEG,FTB
2605,19,1.7,2.3,3.3,3.7,3.0,2017-10-27 20:00:00.0,h+ h,FLORIDA ST.,BOSTON COLLEGE,CFB
2605,18,5.5,8.0,4.5,1.3,1.15,2017-10-27 20:00:00.0,h+ h,TULANE,MEMPHIS,CFB
2605,48,2.3,3.0,7.0,2.05,1.5,2017-10-27 19:00:00.0,h,WINNIPEG,COLUMBUS,HKY
2605,49,1.7,2.4,7.0,2.7,1.9,2017-10-27 19:30:00.0,v,ST. LOUIS,CAROLINA,HKY
2605,46,2.1,2.9,7.0,2.2,1.6,2017-10-27 18:00:00.0,h+ h,COLORADO,VEGAS,HKY
2605,47,2.0,2.8,7.0,2.3,1.65,2017-10-27 19:00:00.0,h t,OTTAWA,NEW JERSEY,HKY
2605,44,1.9,2.5,3.1,3.3,2.7,2017-10-28 21:30:00.0,h+ h,WASHINGTON ST.,ARIZONA,CFB
2605,45,1.75,2.3,3.3,3.5,2.9,2017-10-28 22:45:00.0,v+ v,SOUTHERN CALIFORNIA,ARIZONA ST.,CFB
2605,42,6.0,9.0,5.0,1.2,1.1,2017-10-28 20:00:00.0,h+ h,GEORGIA TECH,CLEMSON,CFB
2605,40,3.2,3.9,3.4,2.2,1.65,2017-10-28 19:30:00.0,t,TENNESSEE,KENTUCKY,CFB
2605,41,3.3,4.0,3.4,2.2,1.6,2017-10-28 19:30:00.0,t,NEBRASKA,PURDUE,CFB
2605,1,1.6,2.2,3.4,4.0,3.3,2017-10-28 23:59:00.0,v,ATLANTA,NEW YORK-J,FTB
2605,5,4.3,5.8,3.7,1.7,1.35,2017-10-28 23:59:00.0,h+ h,LOS ANGELES-CH,NEW ENGLAND,FTB
2605,9,1.85,2.4,3.2,3.3,2.7,2017-10-28 23:59:00.0,v+ v,DALLAS,WASHINGTON,FTB
2605,77,7.0,0.0,4.25,0.0,1.3,2017-10-28 12:30:00.0,t,VILLARREAL,ATLETICO MADRID,SCR
2605,76,1.45,0.0,3.7,0.0,5.5,2017-10-28 12:30:00.0,v,CHELSEA,BOURNEMOUTH,SCR
2605,75,1.7,0.0,3.2,0.0,4.0,2017-10-28 12:00:00.0,v,JUVENTUS,AC MILAN,SCR
2605,74,2.6,0.0,2.8,0.0,2.5,2017-10-28 11:00:00.0,v,MONACO,GIRONDINS BORDEAUX,SCR
2605,73,1.05,0.0,6.25,0.0,9.95,2017-10-28 10:00:00.0,v,MANCHESTER CITY,WEST BROMWICH,SCR
2605,72,3.6,0.0,3.0,0.0,1.85,2017-10-28 10:00:00.0,v,STOKE CITY,WATFORD,SCR
2605,71,3.2,0.0,3.0,0.0,2.0,2017-10-28 10:00:00.0,t,WEST HAM UTD,CRYSTAL PALACE,SCR
2605,70,3.3,0.0,3.0,0.0,1.95,2017-10-28 09:30:00.0,v,MONCHENGLADBACH,TSG 1899 HOFFENHEIM,SCR
2605,79,2.8,0.0,2.7,0.0,2.3,2017-10-28 14:00:00.0,h,NANTES,DIJON FOOTBALL COTE DOR,SCR
2605,78,8.5,0.0,4.5,0.0,1.25,2017-10-28 12:30:00.0,h,RB LEIPZIG,BAYERN MUNICH,SCR
2585,28,1.8,2.4,3.2,3.4,2.8,2017-09-16 20:00:00.0,v+ v,CLEMSON,LOUISVILLE,CFB
2585,50,1.65,2.1,2.5,2.4,1.75,2017-09-15 19:00:00.0,h+ h,PITTSBURGH,CINCINNATI,BBL
2585,53,1.65,2.1,2.5,2.4,1.75,2017-09-15 20:00:00.0,v t,TORONTO,MINNESOTA,BBL
2585,82,3.3,0.0,3.0,0.0,1.95,2017-09-16 10:00:00.0,t,WEST HAM UTD,WEST BROMWICH,SCR
2585,83,1.05,0.0,6.25,0.0,9.95,2017-09-16 10:15:00.0,v,BARCELONA,CF GETAFE,SCR
2585,80,3.3,0.0,3.0,0.0,1.95,2017-09-16 10:00:00.0,h,STOKE CITY,NEWCASTLE UTD,SCR
2585,81,1.15,0.0,5.5,0.0,9.5,2017-09-16 10:00:00.0,v,MANCHESTER CITY,WATFORD,SCR
2585,86,5.5,0.0,3.7,0.0,1.45,2017-09-16 12:30:00.0,t,MONCHENGLADBACH,RB LEIPZIG,SCR
2585,87,9.95,0.0,6.25,0.0,1.05,2017-09-16 14:45:00.0,h,CF MALAGA,ATLETICO MADRID,SCR
2585,84,6.5,0.0,4.0,0.0,1.35,2017-09-16 12:00:00.0,h,BOLOGNA,FIORENTINA,SCR
2585,85,9.95,0.0,6.25,0.0,1.05,2017-09-16 12:30:00.0,t,SWANSEA CITY,TOTTENHAM HOT,SCR
2585,24,1.1,1.2,5.0,9.0,6.0,2017-09-16 12:00:00.0,v+ v,OKLAHOMA ST.,PITTSBURGH,CFB
2585,25,1.85,2.4,3.2,3.3,2.7,2017-09-16 12:00:00.0,t,UCLA,MEMPHIS,CFB
2585,27,5.2,7.5,4.0,1.4,1.2,2017-09-16 15:30:00.0,h+ h,MIDDLE TENNESSEE ST,MINNESOTA,CFB
2585,20,2.1,2.7,2.9,3.1,2.5,2017-09-16 23:59:00.0,v+ v,OTTAWA,MONTREAL,FTB
2585,21,1.1,1.2,5.0,9.0,6.0,2017-09-16 15:30:00.0,v+ v,NOTRE DAME,BOSTON COLLEGE,CFB
2585,48,1.75,2.4,2.5,2.1,1.65,2017-09-15 19:00:00.0,h t,CHICAGO-S,DETROIT,BBL
2585,49,2.8,4.0,2.9,1.4,1.2,2017-09-15 19:00:00.0,v t,KANSAS CITY,CLEVELAND,BBL
2585,46,1.8,2.5,2.5,2.0,1.6,2017-09-15 19:00:00.0,v+ v,OAKLAND,PHILADELPHIA,BBL
2585,47,1.25,1.55,2.5,3.7,2.7,2017-09-15 19:00:00.0,v+ v t,BOSTON,TAMPA BAY,BBL
2585,44,3.25,5.0,3.0,1.25,1.15,2017-09-15 19:00:00.0,h+ h,BALTIMORE,NEW YORK-Y,BBL
2585,45,1.55,1.95,2.6,2.6,1.9,2017-09-15 19:00:00.0,v+ v,LOS ANGELES-D,WASHINGTON,BBL
2585,42,1.3,1.6,3.8,6.2,4.5,2017-09-16 22:30:00.0,t,STANFORD,SAN DIEGO ST.,CFB
2585,43,1.8,2.5,2.5,2.0,1.6,2017-09-15 14:15:00.0,h+ h,ST. LOUIS,CHICAGO-C,BBL
2585,41,1.8,2.4,3.2,3.4,2.8,2017-09-16 22:30:00.0,h+ h,MISSISSIPPI,CALIFORNIA,CFB
2585,1,4.5,6.2,3.8,1.6,1.3,2017-09-16 23:59:00.0,h+ h,CLEVELAND,BALTIMORE,FTB
2585,3,3.5,4.4,3.4,2.1,1.55,2017-09-16 23:59:00.0,h+ h,MINNESOTA,PITTSBURGH,FTB
2585,2,4.3,5.8,3.7,1.7,1.35,2017-09-16 23:59:00.0,h+ h,CHICAGO,TAMPA BAY,FTB
2585,5,3.9,5.2,3.5,1.9,1.45,2017-09-16 23:59:00.0,h,PHILADELPHIA,KANSAS CITY,FTB
2585,4,1.35,1.7,3.7,5.8,4.3,2017-09-16 23:59:00.0,v+ v,NEW ENGLAND,NEW ORLEANS,FTB
2585,7,1.25,1.5,3.9,7.0,5.0,2017-09-16 23:59:00.0,t,ARIZONA,INDIANAPOLIS,FTB
2585,6,2.3,2.9,2.8,3.0,2.4,2017-09-16 23:59:00.0,v+ v,TENNESSEE,JACKSONVILLE,FTB
2585,9,6.0,9.0,5.0,1.2,1.1,2017-09-16 23:59:00.0,h+ h,NEW YORK-J,OAKLAND,FTB
2585,8,4.5,6.2,3.8,1.6,1.3,2017-09-16 23:59:00.0,h,BUFFALO,CAROLINA,FTB
2585,39,4.5,6.2,3.8,1.6,1.3,2017-09-16 20:00:00.0,h,ARIZONA ST.,TEXAS TECH,CFB
2585,77,1.2,0.0,5.0,0.0,9.0,2017-09-16 09:00:00.0,v,INTER-MILAN,FC CROTONE,SCR
2585,76,2.25,0.0,2.75,0.0,3.0,2017-09-16 07:30:00.0,v,SOUTHAMPTON,CRYSTAL PALACE,SCR
2585,75,2.15,0.0,2.8,0.0,3.1,2017-09-16 07:00:00.0,t,VALENCIA,UD LEVANTE,SCR
2585,74,4.0,0.0,3.2,0.0,1.7,2017-09-15 15:00:00.0,h,LEGANES,SD EIBAR,SCR
2585,73,3.6,0.0,3.0,0.0,1.85,2017-09-15 15:00:00.0,h,BRIGHTON &HOVE ALBION,BOURNEMOUTH,SCR
2585,72,2.3,0.0,2.7,0.0,2.8,2017-09-15 14:45:00.0,v,GIRONDINS BORDEAUX,FC TOULOUSE,SCR
2585,71,3.6,0.0,3.0,0.0,1.85,2017-09-15 14:30:00.0,h,HAMBURGER SV,HANNOVER 96,SCR
2585,79,9.9,0.0,6.0,0.0,1.1,2017-09-16 10:00:00.0,t,BURNLEY,LIVERPOOL,SCR
2585,78,2.0,0.0,3.0,0.0,3.2,2017-09-16 10:00:00.0,t,LEICESTER CITY,HUDDERSFIELD TOWN A.F.C,SCR
2585,10,3.0,3.7,3.3,2.3,1.7,2017-09-16 23:59:00.0,t,MIAMI,LOS ANGELES-CH,FTB
2585,13,2.0,2.6,3.0,3.2,2.6,2017-09-16 23:59:00.0,h+ h,DALLAS,DENVER,FTB
2585,38,1.75,2.3,3.3,3.5,2.9,2017-09-16 19:30:00.0,h,KANSAS ST.,VANDERBILT,CFB
2585,15,2.6,3.2,3.0,2.6,2.0,2017-09-16 23:59:00.0,v+ v,DETROIT,NEW YORK-G,FTB
2585,22,5.2,7.5,4.0,1.4,1.2,2017-09-16 12:00:00.0,h+ h,CONNECTICUT,VIRGINIA,CFB
2585,17,1.65,2.2,3.4,3.9,3.2,2017-09-15 19:00:00.0,v+ v,SASKATCHEWAN,HAMILTON,FTB
2585,16,6.0,9.0,5.0,1.2,1.1,2017-09-16 12:00:00.0,v,NORTHERN ILLINOIS,NEBRASKA,CFB
2585,19,5.2,7.5,4.0,1.4,1.2,2017-09-16 19:00:00.0,h+ h,BRITISH COLUMBIA,CALGARY,FTB
2585,54,2.5,3.3,2.8,1.6,1.3,2017-09-15 20:30:00.0,h+ h,SAN DIEGO,COLORADO,BBL
2585,31,3.5,4.4,3.4,2.1,1.55,2017-09-16 16:00:00.0,v+ v,PURDUE,MISSOURI,CFB
2585,56,1.35,1.75,2.4,3.1,2.35,2017-09-15 22:15:00.0,v t,ARIZONA,SAN FRANCISCO,BBL
2585,51,2.0,2.6,2.6,1.9,1.5,2017-09-15 19:30:00.0,h t,NEW YORK-M,ATLANTA,BBL
2585,36,4.3,5.8,3.7,1.7,1.35,2017-09-16 19:30:00.0,v+ v,KENTUCKY,SOUTH CAROLINA,CFB
2585,35,1.3,1.6,3.8,6.2,4.5,2017-09-16 19:00:00.0,h+ h,LOUISIANA ST.,MISSISSIPPI ST.,CFB
2585,52,1.9,2.6,2.6,1.95,1.55,2017-09-15 20:00:00.0,h+ h,SEATTLE,HOUSTON,BBL
2585,18,2.05,2.6,2.9,3.1,2.5,2017-09-16 16:00:00.0,h+ h,EDMONTON,TORONTO,FTB
2585,12,2.6,3.2,3.1,2.5,1.95,2017-09-16 23:59:00.0,v,WASHINGTON,LOS ANGELES-R,FTB
2585,14,2.5,3.1,2.9,2.8,2.15,2017-09-16 23:59:00.0,h+ h,GREEN BAY,ATLANTA,FTB
2607,59,1.9,2.6,2.6,1.95,1.55,2017-10-31 20:00:00.0,h+ h,HOUSTON,LOS ANGELES-D,BBL
2607,58,2.1,2.9,7.0,2.2,1.6,2017-11-02 22:30:00.0,h+ h,TORONTO,LOS ANGELES,HKY
2607,55,1.85,2.6,7.0,2.5,1.75,2017-11-02 21:00:00.0,h+ h,CAROLINA,COLORADO,HKY
2607,54,1.85,2.6,7.0,2.5,1.75,2017-11-02 20:00:00.0,h+ h,DALLAS,WINNIPEG,HKY
2607,57,1.7,2.4,7.0,2.7,1.9,2017-11-02 22:00:00.0,v,BUFFALO,ARIZONA,HKY
2607,56,1.85,2.6,7.0,2.5,1.75,2017-11-02 21:00:00.0,h,PITTSBURGH,CALGARY,HKY
2607,51,1.7,2.4,7.0,2.7,1.9,2017-11-02 19:30:00.0,v+ v,COLUMBUS,FLORIDA,HKY
2607,50,2.5,3.3,7.0,1.9,1.45,2017-11-02 19:30:00.0,v,NEW YORK-R,TAMPA BAY,HKY
2607,53,2.2,3.0,7.0,2.1,1.55,2017-11-02 20:00:00.0,h+ h,MONTREAL,MINNESOTA,HKY
2607,52,2.5,3.3,7.0,1.9,1.45,2017-11-02 20:00:00.0,v+ v,PHILADELPHIA,ST. LOUIS,HKY
2607,88,5.0,7.3,3.6,1.7,1.35,2017-11-01 19:00:00.0,h,ATLANTA,PHILADELPHIA,BKL
2607,82,3.6,4.6,2.6,2.4,1.8,2017-10-31 19:00:00.0,h+ h,SACRAMENTO,INDIANA,BKL
2607,83,3.2,3.9,2.5,2.6,2.0,2017-10-31 19:30:00.0,v,PHOENIX,BROOKLYN,BKL
2607,84,2.5,3.2,2.1,3.6,2.6,2017-10-31 20:00:00.0,v+ v,OKLAHOMA CITY,MILWAUKEE,BKL
2607,85,2.0,2.6,2.5,3.9,3.2,2017-10-31 22:30:00.0,h+ h,DETROIT,LOS ANGELES-L,BKL
2607,39,2.5,3.3,7.0,1.9,1.45,2017-10-31 19:00:00.0,h+ h,VEGAS,NEW YORK-R,HKY
2607,60,1.8,2.5,2.5,2.0,1.6,2017-11-01 20:00:00.0,v+ v,HOUSTON,LOS ANGELES-D,BBL
2607,61,4.5,0.0,3.5,0.0,1.55,2017-10-31 15:45:00.0,v,CSKA MOSCOW,BASEL,SCR
2607,62,9.0,0.0,5.0,0.0,1.2,2017-10-31 15:45:00.0,h,BENFICA,MANCHESTER UTD,SCR
2607,63,1.25,0.0,4.5,0.0,8.0,2017-10-31 15:45:00.0,v,BAYERN MUNICH,CELTIC GLASGOW,SCR
2607,64,2.6,0.0,2.8,0.0,2.5,2017-10-31 15:45:00.0,h,CHELSEA,AS ROMA,SCR
2607,65,1.1,0.0,6.0,0.0,9.9,2017-10-31 15:45:00.0,t,BARCELONA,OLYMPIAKOS PIREUS,SCR
2607,66,1.75,0.0,3.1,0.0,3.9,2017-10-31 15:45:00.0,t,JUVENTUS,SPORTING CP LISBON,SCR
2607,67,3.4,0.0,3.0,0.0,1.9,2017-10-31 20:00:00.0,h,NEW YORK CITY FC,COLUMBUS,SCR
2607,68,3.2,0.0,3.0,0.0,2.0,2017-11-01 13:00:00.0,t,MONACO,BESIKTAS,SCR
2607,69,6.0,0.0,3.8,0.0,1.4,2017-11-01 15:45:00.0,h,SPARTAK MOSCOW,FC SEVILLA,SCR
2607,99,4.0,5.0,3.0,2.2,1.6,2017-11-02 22:30:00.0,t,LOS ANGELES-L,PORTLAND,BKL
2607,98,1.6,2.2,3.0,5.0,4.0,2017-11-02 20:00:00.0,v+ v,GOLDEN STATE,SAN ANTONIO,BKL
2607,92,1.7,2.3,2.8,4.8,3.8,2017-11-01 20:00:00.0,v+ v,HOUSTON,NEW YORK,BKL
2607,95,2.4,3.1,2.2,3.7,3.0,2017-11-01 21:00:00.0,h+ h,TORONTO,DENVER,BKL
2607,94,3.0,3.7,2.2,3.1,2.4,2017-11-01 20:00:00.0,v,MINNESOTA,NEW ORLEANS,BKL
2607,97,5.0,7.3,3.6,1.7,1.35,2017-11-01 22:30:00.0,h+ h,DALLAS,LOS ANGELES-C,BKL
2607,96,3.4,4.2,2.55,2.5,1.9,2017-11-01 21:00:00.0,h t,PORTLAND,UTAH,BKL
2607,13,1.8,2.4,3.2,3.4,2.8,2017-11-02 20:15:00.0,h+ h,BUFFALO,NEW YORK-J,FTB
2607,48,2.3,3.0,7.0,2.05,1.5,2017-11-02 19:00:00.0,h,NEW YORK-I,WASHINGTON,HKY
2607,49,2.2,3.0,7.0,2.1,1.55,2017-11-02 19:30:00.0,h+ h,DETROIT,OTTAWA,HKY
2607,46,2.0,2.8,7.0,2.3,1.65,2017-11-01 22:30:00.0,h+ h,NASHVILLE,SAN JOSE,HKY
2607,47,2.7,3.5,7.0,1.85,1.4,2017-11-02 19:00:00.0,h,VEGAS,BOSTON,HKY
2607,44,1.85,2.6,7.0,2.5,1.75,2017-11-01 22:00:00.0,v+ v,NEW JERSEY,VANCOUVER,HKY
2607,45,1.85,2.6,7.0,2.5,1.75,2017-11-01 22:00:00.0,v+ v,TORONTO,ANAHEIM,HKY
2607,42,2.2,3.0,7.0,2.1,1.55,2017-11-01 20:00:00.0,h+ h,PHILADELPHIA,CHICAGO,HKY
2607,43,1.75,2.5,7.0,2.6,1.85,2017-11-01 20:30:00.0,v,PITTSBURGH,EDMONTON,HKY
2607,40,2.5,3.3,7.0,1.9,1.45,2017-10-31 19:30:00.0,h+ h,ARIZONA,DETROIT,HKY
2607,41,2.1,2.9,7.0,2.2,1.6,2017-10-31 20:00:00.0,v,WINNIPEG,MINNESOTA,HKY
2607,77,6.0,0.0,3.8,0.0,1.4,2017-11-02 16:00:00.0,h,OGC NICE,LAZIO,SCR
2607,76,9.0,0.0,5.0,0.0,1.2,2017-11-02 16:00:00.0,t,CRVENA ZVEVDA,ARSENAL,SCR
2607,75,6.5,0.0,4.0,0.0,1.35,2017-11-02 14:00:00.0,h,EVERTON,LYON,SCR
2607,74,1.95,0.0,3.0,0.0,3.3,2017-11-02 14:00:00.0,t,AC MILAN,AEK ATHENS,SCR
2607,73,2.0,0.0,3.0,0.0,3.2,2017-11-01 15:45:00.0,h,REAL MADRID,TOTTENHAM HOT,SCR
2607,72,3.3,0.0,3.0,0.0,1.95,2017-11-01 15:45:00.0,h,RB LEIPZIG,FC PORTO,SCR
2607,71,2.4,0.0,2.8,0.0,2.7,2017-11-01 15:45:00.0,v,MANCHESTER CITY,NAPOLI,SCR
2607,70,8.0,0.0,4.5,0.0,1.25,2017-11-01 15:45:00.0,h,FEYENOORD,SHAKHTAR DONETSK,SCR
2607,78,5.5,0.0,3.7,0.0,1.45,2017-11-02 22:30:00.0,h,VANCOUVER,SEATTLE,SCR
2600,20,2.6,3.2,3.0,2.6,2.0,2017-10-19 20:00:00.0,v,MEMPHIS,HOUSTON,CFB
2600,59,2.2,3.0,7.0,2.1,1.55,2017-10-19 20:30:00.0,v,EDMONTON,CHICAGO,HKY
2600,58,2.3,3.0,7.0,2.05,1.5,2017-10-19 19:30:00.0,v,NEW JERSEY,OTTAWA,HKY
2600,55,2.0,2.8,7.0,2.3,1.65,2017-10-19 19:00:00.0,v t,NEW YORK-I,NEW YORK-R,HKY
2600,54,2.5,3.3,7.0,1.9,1.45,2017-10-19 19:00:00.0,h+ h,VANCOUVER,BOSTON,HKY
2600,57,1.9,2.7,7.0,2.4,1.7,2017-10-19 19:00:00.0,v+ v,TAMPA BAY,COLUMBUS,HKY
2600,56,1.9,2.7,7.0,2.4,1.7,2017-10-19 19:00:00.0,v,NASHVILLE,PHILADELPHIA,HKY
2600,51,2.5,3.3,7.0,1.9,1.45,2017-10-18 19:30:00.0,h+ h,DETROIT,TORONTO,HKY
2600,50,1.9,2.7,7.0,2.4,1.7,2017-10-17 22:30:00.0,h+ h,MONTREAL,SAN JOSE,HKY
2600,53,2.0,2.8,7.0,2.3,1.65,2017-10-18 22:30:00.0,h+ h,MONTREAL,LOS ANGELES,HKY
2600,52,1.9,2.7,7.0,2.4,1.7,2017-10-18 20:00:00.0,h+ h,CHICAGO,ST. LOUIS,HKY
2600,88,3.8,0.0,3.0,0.0,1.8,2017-10-17 14:45:00.0,h,FC PORTO,RB LEIPZIG,SCR
2600,89,7.0,0.0,4.25,0.0,1.3,2017-10-17 14:45:00.0,t,TOTTENHAM HOT,REAL MADRID,SCR
2600,82,7.0,8.5,4.75,1.3,1.15,2017-10-19 20:00:00.0,h+ h,NEW YORK,OKLAHOMA CITY,BKL
2600,83,1.8,2.4,2.6,4.6,3.6,2017-10-19 22:30:00.0,v+ v,LOS ANGELES-C,LOS ANGELES-L,BKL
2600,81,8.0,9.0,5.0,1.2,1.1,2017-10-19 19:30:00.0,h+ h,CHICAGO,TORONTO,BKL
2600,86,5.5,0.0,3.7,0.0,1.45,2017-10-17 14:45:00.0,h,NAPOLI,MANCHESTER CITY,SCR
