ticket_handle,game_handle,v,v+,t,h,h+,cuttoff_date,outcomes,visitor,home,sport
2598,76,2.5,0.0,2.8,0.0,2.6,2017-10-14 07:30:00.0,t,MANCHESTER UTD,LIVERPOOL,SCR
2598,75,2.8,0.0,3.0,0.0,2.2,2017-10-14 07:00:00.0,h,FC SEVILLA,ATHLETIC BILBAO,SCR
2598,74,4.5,0.0,3.5,0.0,1.55,2017-10-13 15:00:00.0,t,UD LEVANTE,ESPANYOL BARCELONA,SCR
2598,73,2.8,0.0,3.0,0.0,2.2,2017-10-13 14:45:00.0,h,MONACO,LYON,SCR
2598,72,3.8,0.0,3.0,0.0,1.8,2017-10-13 14:30:00.0,h,FC KOLN,STUTTGART,SCR
2598,70,1.9,2.6,2.6,1.95,1.55,2017-10-14 16:00:00.0,h t,NEW YORK-Y,HOUSTON,BBL
2598,91,3.6,0.0,3.0,0.0,1.85,2017-10-14 23:59:00.0,t,DEPORTIVO LA CORUNA,SD EIBAR,SCR
2598,90,2.2,0.0,3.0,0.0,2.8,2017-10-14 14:45:00.0,t,BARCELONA,ATLETICO MADRID,SCR
2598,93,2.2,0.0,3.0,0.0,2.8,2017-10-14 23:59:00.0,t,EVERTON,BRIGHTON &HOVE ALBION,SCR
2598,92,5.0,0.0,3.6,0.0,1.5,2017-10-14 23:59:00.0,h,UDINESE,FIORENTINA,SCR
2598,69,2.1,2.7,2.7,1.85,1.45,2017-10-13 20:00:00.0,h t,NEW YORK-Y,HOUSTON,BBL
2598,94,5.0,0.0,3.6,0.0,1.5,2017-10-14 23:59:00.0,t,NANTES,GIRONDINS BORDEAUX,SCR
2598,79,2.6,0.0,2.8,0.0,2.5,2017-10-14 10:00:00.0,t,WEST HAM UTD,BURNLEY,SCR
2598,78,4.5,0.0,3.5,0.0,1.55,2017-10-14 09:30:00.0,t,FC AUGSBURG,TSG 1899 HOFFENHEIM,SCR
2598,10,3.0,3.7,3.3,2.3,1.7,2017-10-14 23:59:00.0,v,PITTSBURGH,KANSAS CITY,FTB
2598,39,2.5,3.1,2.9,2.7,2.1,2017-10-14 19:00:00.0,t,TEXAS A&M,FLORIDA,CFB
2598,12,5.5,8.0,4.5,1.3,1.15,2017-10-14 23:59:00.0,v+ v,NEW YORK-G,DENVER,FTB
2598,15,1.3,1.6,3.8,6.2,4.5,2017-10-13 19:00:00.0,t,CALGARY,HAMILTON,FTB
2598,58,2.3,3.0,7.0,2.05,1.5,2017-10-14 19:00:00.0,v,NEW JERSEY,NEW YORK-R,HKY
2598,14,2.5,3.1,2.9,2.7,2.1,2017-10-14 22:00:00.0,h+ h,NEW MEXICO,FRESNO ST.,CFB
2598,16,2.7,3.3,3.1,2.5,1.9,2017-10-13 22:00:00.0,t,OTTAWA,SASKATCHEWAN,FTB
2598,55,2.1,2.9,7.0,2.2,1.6,2017-10-14 19:00:00.0,h,CAROLINA,WINNIPEG,HKY
2598,18,4.0,5.5,3.6,1.8,1.4,2017-10-14 19:00:00.0,t,TORONTO,EDMONTON,FTB
2598,57,2.2,3.0,7.0,2.1,1.55,2017-10-14 19:00:00.0,h,ST. LOUIS,TAMPA BAY,HKY
2598,56,1.65,2.3,7.0,2.8,2.0,2017-10-14 19:00:00.0,v,TORONTO,MONTREAL,HKY
2598,37,2.7,3.3,3.1,2.5,1.9,2017-10-14 15:45:00.0,t,NAVY,MEMPHIS,CFB
2598,50,1.6,2.2,7.0,2.9,2.1,2017-10-13 19:00:00.0,v+ v,WASHINGTON,NEW JERSEY,HKY
2598,35,1.85,2.4,3.2,3.3,2.7,2017-10-14 15:30:00.0,v+ v,NORTHWESTERN,MARYLAND,CFB
2598,34,1.8,2.4,3.2,3.4,2.8,2017-10-14 15:30:00.0,v,VIRGINIA,NORTH CAROLINA,CFB
2598,99,3.2,0.0,3.0,0.0,2.0,2017-10-14 23:59:00.0,t,CHIEVO,US SASSUOLO,SCR
2598,59,1.6,2.2,7.0,2.9,2.1,2017-10-14 19:00:00.0,h+ h,WASHINGTON,PHILADELPHIA,HKY
2598,95,4.3,0.0,3.4,0.0,1.6,2017-10-14 23:59:00.0,h,SOCEITA POLISPORTIVA,BOLOGNA,SCR
2598,63,2.1,2.9,7.0,2.2,1.6,2017-10-14 20:30:00.0,h,NASHVILLE,CHICAGO,HKY
2598,88,2.8,0.0,2.7,0.0,2.3,2017-10-14 14:00:00.0,v,ANGERS SCO,SM CAEN,SCR
2598,47,4.0,5.5,3.6,1.8,1.4,2017-10-14 22:30:00.0,v+ v,BOISE ST.,SAN DIEGO ST.,CFB
2598,31,3.9,5.2,3.5,1.9,1.45,2017-10-14 15:30:00.0,t,GEORGIA TECH,MIAMI-FLORIDA,CFB
2599,37,1.8,0.0,3.0,0.0,3.8,2017-10-15 15:00:00.0,t,MARSEILLE,RACING STRASBOURG,SCR
2599,36,2.6,0.0,2.8,0.0,2.5,2017-10-15 14:45:00.0,v,VALENCIA,REAL BETIS,SCR
2599,53,1.55,0.0,3.5,0.0,4.5,2017-10-16 23:59:00.0,h,FC SEVILLA,SPARTAK MOSCOW,SCR
2599,48,4.5,0.0,3.5,0.0,1.55,2017-10-15 19:30:00.0,t,SAN JOSE,VANCOUVER,SCR
2599,49,4.2,0.0,3.3,0.0,1.65,2017-10-16 14:45:00.0,h,BENEVENTO,VERONA,SCR
2599,46,4.2,0.0,3.3,0.0,1.65,2017-10-15 19:30:00.0,h,DALLAS,SEATTLE,SCR
2599,47,4.5,0.0,3.5,0.0,1.55,2017-10-15 19:30:00.0,t,HOUSTON,KANSAS CITY,SCR
2599,44,4.0,0.0,3.2,0.0,1.7,2017-10-15 19:30:00.0,h,MINNESOTA,LOS ANGELES,SCR
2599,45,6.5,0.0,4.0,0.0,1.35,2017-10-15 19:30:00.0,h,DC,PORTLAND,SCR
2599,42,6.5,0.0,4.0,0.0,1.35,2017-10-15 17:00:00.0,h,MONTREAL,TORONTO,SCR
2599,43,2.4,0.0,2.8,0.0,2.7,2017-10-15 19:30:00.0,h,SALT LAKE,COLORADO,SCR
2599,40,3.4,0.0,3.0,0.0,1.9,2017-10-15 17:00:00.0,t,ATLANTA,NEW YORK,SCR
2599,41,2.8,0.0,3.0,0.0,2.2,2017-10-15 17:00:00.0,v,COLUMBUS,ORLANDO,SCR
2599,9,2.6,3.2,3.1,2.5,1.95,2017-10-15 16:00:00.0,v+ v,LOS ANGELES-R,JACKSONVILLE,FTB
2599,8,2.0,2.6,3.0,3.2,2.6,2017-10-15 16:00:00.0,h,TAMPA BAY,ARIZONA,FTB
2599,13,4.5,6.2,3.8,1.6,1.3,2017-10-16 20:30:00.0,h+ h,INDIANAPOLIS,TENNESSEE,FTB
2599,38,5.0,0.0,3.6,0.0,1.5,2017-10-15 17:00:00.0,h,PHILADELPHIA,CHICAGO,SCR
2599,59,7.0,0.0,4.25,0.0,1.3,2017-10-16 23:59:00.0,t,TOTTENHAM HOT,REAL MADRID,SCR
2599,11,2.7,3.3,3.1,2.5,1.9,2017-10-15 16:15:00.0,t,LOS ANGELES-CH,OAKLAND,FTB
2599,10,3.2,3.9,3.4,2.2,1.65,2017-10-15 16:15:00.0,v,PITTSBURGH,KANSAS CITY,FTB
2599,39,2.6,0.0,2.8,0.0,2.5,2017-10-15 17:00:00.0,h,NEW YORK CITY FC,NEW ENGLAND,SCR
2599,12,5.5,8.0,4.5,1.3,1.15,2017-10-15 20:30:00.0,v+ v,NEW YORK-G,DENVER,FTB
2599,15,2.5,3.3,7.0,1.9,1.45,2017-10-15 21:00:00.0,v+ v,BUFFALO,ANAHEIM,HKY
2599,14,1.75,2.5,7.0,2.6,1.85,2017-10-15 19:00:00.0,h+ h,BOSTON,VEGAS,HKY
2599,17,1.7,2.4,7.0,2.7,1.9,2017-10-16 19:30:00.0,v,TAMPA BAY,DETROIT,HKY
2599,16,2.1,2.9,7.0,2.2,1.6,2017-10-15 22:30:00.0,h,NEW YORK-I,LOS ANGELES,HKY
2599,19,1.8,2.5,2.5,2.0,1.6,2017-10-16 20:00:00.0,h+ h,HOUSTON,NEW YORK-Y,BBL
2599,18,2.0,2.6,2.6,1.9,1.5,2017-10-15 19:30:00.0,h+ h,CHICAGO-C,LOS ANGELES-D,BBL
2599,57,3.8,0.0,3.0,0.0,1.8,2017-10-16 23:59:00.0,h,FC PORTO,RB LEIPZIG,SCR
2599,56,5.5,0.0,3.7,0.0,1.45,2017-10-16 23:59:00.0,v,BESIKTAS,MONACO,SCR
2599,51,2.8,0.0,3.0,0.0,2.2,2017-10-16 15:00:00.0,v,CELTA DE VIGO,LAS PALMAS,SCR
2599,50,4.0,0.0,3.2,0.0,1.7,2017-10-16 15:00:00.0,t,WEST BROMWICH,LEICESTER CITY,SCR
2599,35,3.4,0.0,3.0,0.0,1.9,2017-10-15 14:45:00.0,h,AC MILAN,INTER-MILAN,SCR
2599,55,5.0,0.0,3.6,0.0,1.5,2017-10-16 23:59:00.0,h,NAPOLI,MANCHESTER CITY,SCR
2599,54,1.95,0.0,3.0,0.0,3.3,2017-10-16 23:59:00.0,v,SHAKHTAR DONETSK,FEYENOORD,SCR
2633,30,2.3,2.9,2.25,3.75,3.05,2017-12-17 18:00:00.0,v+ v,INDIANA,BROOKLYN,BKL
2633,54,2.5,0.0,2.8,0.0,2.6,2017-12-17 12:00:00.0,v,SOCEITA POLISPORTIVA,BENEVENTO,SCR
2633,42,3.4,0.0,3.0,0.0,1.9,2017-12-17 06:00:00.0,h,CF GETAFE,GIRONA,SCR
2633,48,4.0,0.0,3.2,0.0,1.7,2017-12-17 09:00:00.0,v,US SASSUOLO,SAMPDORIA,SCR
2633,43,1.45,0.0,3.7,0.0,5.5,2017-12-17 06:30:00.0,h,AC MILAN,VERONA,SCR
2633,60,3.4,0.0,3.0,0.0,1.9,2017-12-18 15:00:00.0,v,REAL BETIS,CF MALAGA,SCR
2633,61,2.8,0.0,3.0,0.0,2.2,2017-12-18 23:59:00.0,h,STUTTGART,FSV MAINZ 05,SCR
2633,62,6.0,0.0,3.8,0.0,1.4,2017-12-18 23:59:00.0,h,WEST HAM UTD,ARSENAL,SCR
2633,63,1.3,0.0,4.25,0.0,7.0,2017-12-18 23:59:00.0,t,MANCHESTER CITY,LEICESTER CITY,SCR
2633,64,8.0,0.0,4.5,0.0,1.25,2017-12-18 23:59:00.0,h,FC KOLN,SCHALKE,SCR
2633,65,9.5,0.0,5.5,0.0,1.15,2017-12-18 23:59:00.0,h,UDINESE,NAPOLI,SCR
2633,66,2.8,0.0,2.7,0.0,2.3,2017-12-18 23:59:00.0,t,LEGANES,UD LEVANTE,SCR
2633,67,5.5,7.6,3.7,1.6,1.3,2017-12-17 14:00:00.0,h+ h,VANDERBILT,ARIZONA ST.,CBK
2633,68,2.45,3.15,2.1,3.6,2.6,2017-12-17 15:00:00.0,t,NORTH CAROLINA,TENNESSEE,CBK
2633,69,1.25,1.5,4.0,7.8,5.75,2017-12-17 16:00:00.0,v+ v,PENN ST.,GEORGE MASON,CBK
2633,34,2.3,2.9,2.25,3.75,3.05,2017-12-18 19:30:00.0,h,MIAMI,ATLANTA,BKL
2633,24,2.1,2.9,7.0,2.2,1.6,2017-12-18 19:00:00.0,h+ h,ANAHEIM,NEW JERSEY,HKY
2633,25,2.0,2.8,7.0,2.3,1.65,2017-12-18 19:00:00.0,v+ v,LOS ANGELES,PHILADELPHIA,HKY
2633,26,1.4,1.85,7.0,3.5,2.7,2017-12-18 21:00:00.0,h+ h,PITTSBURGH,COLORADO,HKY
2633,27,2.2,3.0,7.0,2.1,1.55,2017-12-18 21:00:00.0,h+ h,SAN JOSE,EDMONTON,HKY
2633,20,2.2,3.0,7.0,2.1,1.55,2017-12-17 19:00:00.0,h+ h,MINNESOTA,CHICAGO,HKY
2633,21,1.9,2.7,7.0,2.4,1.7,2017-12-17 20:00:00.0,v+ v,CALGARY,VANCOUVER,HKY
2633,22,2.3,3.0,7.0,2.05,1.5,2017-12-17 20:00:00.0,h+ h,FLORIDA,VEGAS,HKY
2633,49,1.4,0.0,3.8,0.0,6.0,2017-12-17 09:15:00.0,v,MANCHESTER UTD,WEST BROMWICH,SCR
2633,46,1.3,0.0,4.25,0.0,7.0,2017-12-17 09:00:00.0,v,JUVENTUS,BOLOGNA,SCR
2633,23,2.2,3.0,7.0,2.1,1.55,2017-12-18 19:00:00.0,h+ h,COLUMBUS,BOSTON,HKY
2633,44,3.8,0.0,3.0,0.0,1.8,2017-12-17 09:00:00.0,h,ANGERS SCO,NANTES,SCR
2633,45,5.5,0.0,3.7,0.0,1.45,2017-12-17 09:00:00.0,t,GENOA CFC,FIORENTINA,SCR
2633,28,6.0,8.0,4.5,1.4,1.2,2017-12-17 15:30:00.0,h+ h,SACRAMENTO,TORONTO,BKL
2633,29,5.5,7.6,3.7,1.6,1.3,2017-12-17 16:00:00.0,t,ORLANDO,DETROIT,BKL
2633,40,6.0,8.0,4.5,1.4,1.2,2017-12-18 20:30:00.0,h+ h,LOS ANGELES-C,SAN ANTONIO,BKL
2633,41,1.45,1.9,3.3,6.2,4.5,2017-12-18 22:30:00.0,t,GOLDEN STATE,LOS ANGELES-L,BKL
2633,1,5.2,7.5,4.0,1.4,1.2,2017-12-17 13:00:00.0,h+ h,HOUSTON,JACKSONVILLE,FTB
2633,35,2.45,3.15,2.1,3.6,2.6,2017-12-18 20:00:00.0,t,PHILADELPHIA,CHICAGO,BKL
2633,3,2.5,3.1,2.9,2.6,2.05,2017-12-17 13:00:00.0,h,GREEN BAY,CAROLINA,FTB
2633,2,1.3,1.6,3.8,6.2,4.5,2017-12-17 13:00:00.0,v+ v,BALTIMORE,CLEVELAND,FTB
2633,5,5.5,8.0,4.5,1.3,1.15,2017-12-17 13:00:00.0,h+ h,CINCINNATI,MINNESOTA,FTB
2633,4,2.7,3.3,3.1,2.5,1.9,2017-12-17 13:00:00.0,h+ h,MIAMI,BUFFALO,FTB
2633,7,1.3,1.6,3.8,6.2,4.5,2017-12-17 13:00:00.0,v,PHILADELPHIA,NEW YORK-G,FTB
2633,6,3.0,3.7,3.3,2.3,1.7,2017-12-17 13:00:00.0,h,ARIZONA,WASHINGTON,FTB
2633,9,2.5,3.1,2.9,2.7,2.1,2017-12-17 16:00:00.0,v+ v,LOS ANGELES-R,SEATTLE,FTB
2633,39,3.7,4.7,2.7,2.35,1.75,2017-12-18 20:30:00.0,v,PHOENIX,DALLAS,BKL
2633,77,2.6,3.6,2.1,3.15,2.45,2017-12-18 22:00:00.0,v,VALPARAISO,SANTA CLARA,CBK
2633,76,5.5,7.6,3.7,1.6,1.3,2017-12-18 21:00:00.0,h,TEXAS-ARLINGTON,CREIGHTON,CBK
2633,75,4.0,5.0,3.0,2.2,1.6,2017-12-18 21:00:00.0,h+ h,BOISE ST.,SOUTHERN METHODIST,CBK
2633,74,2.45,3.15,2.1,3.6,2.6,2017-12-18 19:00:00.0,v+ v,NORTHEASTERN,KENT ST,CBK
2633,72,8.0,9.0,5.0,1.2,1.1,2017-12-17 20:00:00.0,h+ h,CAL SANTA BARBARA,SOUTHERN CALIFORNIA,CBK
2633,71,3.9,4.9,2.9,2.25,1.65,2017-12-17 18:00:00.0,h+ h,SAN FRANCISCO,STANFORD,CBK
2633,70,4.3,5.6,3.2,2.0,1.5,2017-12-17 18:00:00.0,t,LOYOLA MARYMOUNT,WASHINGTON,CBK
2633,32,3.7,4.7,2.7,2.35,1.75,2017-12-18 19:00:00.0,h+ h,NEW YORK,CHARLOTTE,BKL
2633,11,2.0,2.6,3.0,3.2,2.6,2017-12-17 16:15:00.0,t,NEW ENGLAND,PITTSBURGH,FTB
2633,10,2.4,3.0,2.8,2.8,2.2,2017-12-17 16:15:00.0,t,TENNESSEE,SAN FRANCISCO,FTB
2633,13,1.35,1.7,3.7,5.8,4.3,2017-12-18 20:30:00.0,t,ATLANTA,TAMPA BAY,FTB
2633,12,1.8,2.4,3.2,3.4,2.8,2017-12-17 20:30:00.0,t,DALLAS,OAKLAND,FTB
2633,59,4.5,0.0,3.5,0.0,1.55,2017-12-18 15:00:00.0,h,SWANSEA CITY,EVERTON,SCR
2633,58,3.4,0.0,3.0,0.0,1.9,2017-12-17 15:00:00.0,h,MARSEILLE,LYON,SCR
2633,17,3.3,4.0,3.4,2.2,1.6,2017-12-18 23:59:00.0,v+ v,LOUISIANA TECH,SOUTHERN METHODIST,CFB
2633,38,3.6,4.6,2.6,2.4,1.8,2017-12-18 20:00:00.0,t,DENVER,OKLAHOMA CITY,BKL
2633,19,1.85,2.6,7.0,2.5,1.75,2017-12-17 18:00:00.0,h+ h,ST. LOUIS,WINNIPEG,HKY
2633,18,1.4,1.8,3.6,5.5,4.0,2017-12-18 23:59:00.0,v+ v,TEMPLE,FLORIDA INTL,CFB
2633,57,2.8,0.0,3.0,0.0,2.2,2017-12-17 14:45:00.0,t,LAZIO,ATALANTA,SCR
2633,56,2.8,0.0,3.0,0.0,2.2,2017-12-17 12:30:00.0,t,ESPANYOL BARCELONA,LAS PALMAS,SCR
2633,51,2.8,0.0,3.0,0.0,2.2,2017-12-17 10:15:00.0,v,VILLARREAL,CELTA DE VIGO,SCR
2633,36,8.0,9.0,5.0,1.2,1.1,2017-12-18 20:00:00.0,h+ h,UTAH,HOUSTON,BKL
2633,53,1.45,0.0,3.7,0.0,5.5,2017-12-17 11:30:00.0,v,LIVERPOOL,BOURNEMOUTH,SCR
2633,52,3.2,0.0,3.0,0.0,2.0,2017-12-17 11:00:00.0,h,GIRONDINS BORDEAUX,OGC NICE,SCR
2633,33,2.45,3.15,2.1,3.6,2.6,2017-12-18 19:00:00.0,t,BOSTON,INDIANA,BKL
2633,55,5.5,0.0,3.7,0.0,1.45,2017-12-17 12:00:00.0,v,HERTHA BSC BERLIN,RB LEIPZIG,SCR
2633,37,3.4,4.2,2.55,2.5,1.9,2017-12-18 20:00:00.0,t,PORTLAND,MINNESOTA,BKL
2633,47,2.2,0.0,3.0,0.0,2.8,2017-12-17 09:00:00.0,h,CHIEVO,FC CROTONE,SCR
2633,31,2.3,2.9,2.25,3.75,3.05,2017-12-17 18:00:00.0,v,CLEVELAND,WASHINGTON,BKL
2633,50,1.7,0.0,3.2,0.0,4.0,2017-12-17 09:30:00.0,t,BAYERN LEVERKUSEN,HANNOVER 96,SCR
2632,52,5.5,7.6,3.7,1.6,1.3,2017-12-16 20:00:00.0,t,MILWAUKEE,HOUSTON,BKL
2632,30,1.9,2.7,7.0,2.4,1.7,2017-12-16 19:00:00.0,h,LOS ANGELES,NEW YORK-I,HKY
2632,32,1.7,2.4,7.0,2.7,1.9,2017-12-16 19:00:00.0,h,COLUMBUS,CAROLINA,HKY
2632,28,2.2,3.0,7.0,2.1,1.55,2017-12-16 19:00:00.0,h+ h,WINNIPEG,ST. LOUIS,HKY
2632,29,1.9,2.7,7.0,2.4,1.7,2017-12-16 19:00:00.0,h+ h,MONTREAL,OTTAWA,HKY
2632,60,9.0,0.0,5.0,0.0,1.2,2017-12-16 09:00:00.0,v,UDINESE,INTER-MILAN,SCR
2632,61,2.8,0.0,3.0,0.0,2.2,2017-12-16 09:30:00.0,t,SCHALKE,EINTRACHT FRANKFURT,SCR
2632,62,1.2,0.0,5.0,0.0,9.0,2017-12-16 09:30:00.0,v,BAYERN MUNICH,STUTTGART,SCR
2632,63,9.9,0.0,6.0,0.0,1.1,2017-12-16 10:00:00.0,h,NEWCASTLE UTD,ARSENAL,SCR
2632,64,2.8,0.0,2.7,0.0,2.3,2017-12-16 10:00:00.0,t,BURNLEY,BRIGHTON &HOVE ALBION,SCR
2632,65,8.0,0.0,4.5,0.0,1.25,2017-12-16 10:00:00.0,h,SOUTHAMPTON,CHELSEA,SCR
2632,66,3.3,0.0,3.0,0.0,1.95,2017-12-16 10:00:00.0,v,WEST HAM UTD,STOKE CITY,SCR
2632,67,4.5,0.0,3.5,0.0,1.55,2017-12-16 10:00:00.0,v,HUDDERSFIELD TOWN A.F.C,WATFORD,SCR
2632,82,3.6,4.6,2.6,2.4,1.8,2017-12-15 23:00:00.0,h+ h,UC DAVIS,SAN FRANCISCO,CBK
2632,69,1.1,0.0,6.0,0.0,9.9,2017-12-16 11:00:00.0,v,PARIS ST. GERMAIN,FC STADE RENNES,SCR
2632,80,4.0,5.0,3.0,2.2,1.6,2017-12-15 20:00:00.0,h+ h,DARTMOUTH,ILLINOIS CHICAGO,CBK
2632,81,5.75,7.8,4.0,1.5,1.25,2017-12-15 22:00:00.0,h+ h,DENVER U.,STANFORD,CBK
2632,24,1.55,2.1,7.0,3.0,2.2,2017-12-15 19:30:00.0,h+ h,TORONTO,DETROIT,HKY
2632,25,1.65,2.3,7.0,2.8,2.0,2017-12-15 22:00:00.0,h,SAN JOSE,VANCOUVER,HKY
2632,27,2.1,2.9,7.0,2.2,1.6,2017-12-16 17:00:00.0,v,NEW YORK-R,BOSTON,HKY
2632,20,2.9,3.5,3.3,2.3,1.75,2017-12-16 20:00:00.0,v,MIDDLE TENNESSEE ST,ARKANSAS ST.,CFB
2632,21,1.65,2.3,7.0,2.8,2.0,2017-12-15 19:00:00.0,v,CAROLINA,BUFFALO,HKY
2632,22,1.85,2.6,7.0,2.5,1.75,2017-12-15 19:00:00.0,h+ h,DALLAS,NEW JERSEY,HKY
2632,23,1.9,2.7,7.0,2.4,1.7,2017-12-15 19:00:00.0,h+ h,LOS ANGELES,NEW YORK-R,HKY
2632,46,2.6,3.6,2.1,3.15,2.45,2017-12-15 21:00:00.0,h t,NEW ORLEANS,DENVER,BKL
2632,47,4.0,5.0,3.0,2.2,1.6,2017-12-15 21:30:00.0,h+ h,SAN ANTONIO,HOUSTON,BKL
2632,44,3.6,4.6,2.6,2.4,1.8,2017-12-15 20:00:00.0,t,ATLANTA,MEMPHIS,BKL
2632,45,4.1,5.3,3.1,2.1,1.55,2017-12-15 20:00:00.0,v,CHICAGO,MILWAUKEE,BKL
2632,42,3.6,4.6,2.6,2.4,1.8,2017-12-15 19:30:00.0,v+ v,UTAH,BOSTON,BKL
2632,43,5.75,7.8,4.0,1.5,1.25,2017-12-15 19:30:00.0,h+ h,BROOKLYN,TORONTO,BKL
2632,40,2.6,3.6,2.1,3.15,2.45,2017-12-15 19:00:00.0,t,OKLAHOMA CITY,PHILADELPHIA,BKL
2632,41,4.5,6.2,3.3,1.9,1.45,2017-12-15 19:00:00.0,h,LOS ANGELES-C,WASHINGTON,BKL
2632,1,5.2,7.5,4.0,1.4,1.2,2017-12-16 23:59:00.0,h+ h,HOUSTON,JACKSONVILLE,FTB
2632,35,1.45,1.9,7.0,3.3,2.5,2017-12-16 21:00:00.0,v,TAMPA BAY,COLORADO,HKY
2632,3,2.6,3.2,3.0,2.6,2.0,2017-12-16 23:59:00.0,h,GREEN BAY,CAROLINA,FTB
2632,2,1.3,1.6,3.8,6.2,4.5,2017-12-16 23:59:00.0,v+ v,BALTIMORE,CLEVELAND,FTB
2632,5,5.5,8.0,4.5,1.3,1.15,2017-12-16 23:59:00.0,h+ h,CINCINNATI,MINNESOTA,FTB
2632,4,2.7,3.3,3.1,2.5,1.9,2017-12-16 23:59:00.0,h+ h,MIAMI,BUFFALO,FTB
2632,7,1.3,1.6,3.8,6.2,4.5,2017-12-16 23:59:00.0,v,PHILADELPHIA,NEW YORK-G,FTB
2632,6,3.0,3.7,3.3,2.3,1.7,2017-12-16 23:59:00.0,h,ARIZONA,WASHINGTON,FTB
2632,9,2.5,3.1,2.9,2.7,2.1,2017-12-16 23:59:00.0,v+ v,LOS ANGELES-R,SEATTLE,FTB
2632,96,2.6,3.6,2.1,3.15,2.45,2017-12-16 18:00:00.0,v,OREGON,FRESNO ST.,CBK
2632,68,3.2,0.0,3.0,0.0,2.0,2017-12-16 10:15:00.0,t,REAL SOCIEDAD,ATHLETIC BILBAO,SCR
2632,49,4.3,5.6,3.2,2.0,1.5,2017-12-16 19:30:00.0,h,UTAH,CLEVELAND,BKL
2632,97,1.3,1.6,3.7,7.6,5.5,2017-12-16 20:00:00.0,t,KANSAS,NEBRASKA,CBK
2632,13,1.4,1.8,3.6,5.5,4.0,2017-12-16 23:59:00.0,t,ATLANTA,TAMPA BAY,FTB
2632,77,3.4,0.0,3.0,0.0,1.9,2017-12-16 23:59:00.0,h,CF GETAFE,GIRONA,SCR
2632,98,3.9,4.9,2.9,2.25,1.65,2017-12-16 22:30:00.0,t,ST. LOUIS,OREGON ST.,CBK
2632,75,9.9,0.0,6.0,0.0,1.1,2017-12-16 14:45:00.0,h,CAGLIARI,AS ROMA,SCR
2632,74,3.6,0.0,3.0,0.0,1.85,2017-12-16 14:00:00.0,t,EA GUINGAMP,SM CAEN,SCR
2632,73,6.0,0.0,3.8,0.0,1.4,2017-12-16 12:30:00.0,h,TSG 1899 HOFFENHEIM,BORUSSIA DORTMUND,SCR
2632,72,2.2,0.0,3.0,0.0,2.8,2017-12-16 12:30:00.0,h,VALENCIA,SD EIBAR,SCR
2632,71,5.5,0.0,3.7,0.0,1.45,2017-12-16 12:30:00.0,h,TOTTENHAM HOT,MANCHESTER CITY,SCR
2632,70,1.5,0.0,3.6,0.0,5.0,2017-12-16 12:00:00.0,v,NAPOLI,TORINO,SCR
2632,15,2.2,2.8,2.8,3.0,2.4,2017-12-16 20:15:00.0,h+ h,LOS ANGELES-CH,KANSAS CITY,FTB
2632,95,3.5,4.4,2.55,2.45,1.85,2017-12-16 16:30:00.0,t,CLEMSON,FLORIDA,CBK
2632,79,3.05,3.75,2.25,2.9,2.3,2017-12-15 20:00:00.0,h t,SOUTH DAKOTA ST.,COLORADO,CBK
2632,78,1.45,0.0,3.7,0.0,5.5,2017-12-16 23:59:00.0,h,AC MILAN,VERONA,SCR
2632,11,2.0,2.6,3.0,3.2,2.6,2017-12-16 23:59:00.0,t,NEW ENGLAND,PITTSBURGH,FTB
2632,10,2.4,3.0,2.8,2.8,2.2,2017-12-16 23:59:00.0,t,TENNESSEE,SAN FRANCISCO,FTB
2632,39,2.45,3.15,2.1,3.6,2.6,2017-12-15 19:00:00.0,v,PORTLAND,ORLANDO,BKL
2632,38,3.5,4.4,2.55,2.45,1.85,2017-12-15 19:00:00.0,v,DETROIT,INDIANA,BKL
2632,59,4.2,0.0,3.3,0.0,1.65,2017-12-16 07:30:00.0,v,CRYSTAL PALACE,LEICESTER CITY,SCR
2632,58,9.0,0.0,5.0,0.0,1.2,2017-12-15 15:00:00.0,t,UD LEVANTE,FC SEVILLA,SCR
2632,14,3.3,4.0,3.4,2.2,1.6,2017-12-16 16:30:00.0,h+ h,CHICAGO,DETROIT,FTB
2632,76,9.9,0.0,6.0,0.0,1.1,2017-12-16 14:45:00.0,h,ALAVES,ATLETICO MADRID,SCR
2632,19,3.7,4.8,3.5,2.0,1.5,2017-12-16 16:30:00.0,t,MARSHALL,COLORADO ST.,CFB
2632,54,4.3,5.6,3.2,2.0,1.5,2017-12-16 20:30:00.0,t,DALLAS,SAN ANTONIO,BKL
2632,57,1.6,0.0,3.4,0.0,4.3,2017-12-15 14:45:00.0,v,MONACO,AS SAINT ETIENNE,SCR
2632,56,4.3,0.0,3.4,0.0,1.6,2017-12-15 14:30:00.0,h,HAMBURGER SV,MONCHENGLADBACH,SCR
2632,51,3.7,4.7,2.7,2.35,1.75,2017-12-16 20:00:00.0,t,LOS ANGELES-C,MIAMI,BKL
2632,36,1.85,2.6,7.0,2.5,1.75,2017-12-16 22:00:00.0,v+ v,NASHVILLE,CALGARY,HKY
2632,53,5.75,7.8,4.0,1.5,1.25,2017-12-16 20:00:00.0,t,PHOENIX,MINNESOTA,BKL
2632,34,2.3,3.0,7.0,2.05,1.5,2017-12-16 20:00:00.0,h,ANAHEIM,WASHINGTON,HKY
2632,33,1.45,1.9,7.0,3.3,2.5,2017-12-16 20:00:00.0,v+ v,PITTSBURGH,ARIZONA,HKY
